21353.74;1
17820.9;1
18875.61;1
14955.78;1
15907.93;1
16478;1
12253.5;1
5346.598;1
15049.33;1
11901.34;1
7872.677;1
7936.951;1
13073.5;1
8244.922;1
8995.098;1
17737.36;1
15788.17;1
12139.12;1
16012.43;1
7546.206;1
7155.126;1
9121.747;1
6651.451;1
7070.166;1
22982.19;1
28203.88;1
20387.35;1
28057.25;1
22835.72;1
20053.82;1
21916.44;1
16739.98;1
8650.406;1
23282.08;1
26683.67;1
23451.77;1
23900.91;1
27311.31;1
28529.85;1
27897.39;1
25683.32;1
30805.66;1
30768.17;1
26226.16;1
27708.04;1
10581.86;1
7264.183;1
8858.767;1
12567.96;1
8496.884;1
8576.104;1
37374.63;1
38751.65;1
35655.45;1
37437.36;1
10948.59;1
11882.06;1
6896.209;1
10400.16;1
5198.513;1
6034.885;1
6034.885;1
11954.76;1
9394.118;1
15387.12;1
10253.21;1
28532.6;1
32135.09;1
28460.71;1
26490.99;1
11482.88;1
20316.87;1
8217.834;1
10296.2;1
9365.618;1
15486.29;1
8627.882;1
8365.898;1
10140.02;1
12272.92;1
10355.81;1
13017.13;1
12824.21;1
13642.9;1
11954.3;1
11954.3;1
12533.12;1
19649.93;1
18487.3;1
11499.12;1
9630.005;1
18484.39;1
6766.504;1
4868.382;1
11546.79;1
15498.28;1
13685.17;1
12481.57;1
15192.4;1
15519.03;1
25591.02;2
24182.75;2
23871.34;2
22690.97;2
25229.34;2
21729.47;2
38867.53;2
37602.11;2
51916.77;2
37367.94;2
34510.18;2
34192.66;2
39742.65;2
36960.48;2
35893.54;2
56066.07;2
58558.99;2
19115.21;2
58796.75;2
18903.77;2
16280.18;2
18087.04;2
17995.44;2
18482.56;2
28669.5;2
25706.14;2
27313.54;2
25502.31;2
35012.27;2
29839.38;2
37200.09;2
36856.28;2
28145.39;2
30812.5;2
35394.88;2
29834.19;2
43976.95;2
38937.65;2
41439.15;2
41213.53;2
42025.46;2
40113.75;2
41840.91;2
42460.42;2
42543.52;2
54162.68;2
59008.04;2
52579.98;2
51460.54;2
50509.62;2
46840.56;2
28755.58;2
27235.44;2
29842.72;2
30785.06;2
36121.98;2
39143.81;2
36156.88;2
34360.38;2
26103.48;2
26925.71;2
26925.71;2
34099.63;2
33687.84;2
32403.44;2
41962.97;2
33596.51;2
34960.08;2
34364.37;2
32244.79;2
38192.83;2
35442.23;2
39494.08;2
38174.48;2
38139.86;2
28299.98;2
21829.83;2
18933.46;2
19110.5;2
18911.26;2
22636.19;2
19911.32;2
23061.7;2
22394.33;2
23406.44;2
23406.44;2
19656.15;2
21262.55;2
22334.71;2
25640.05;2
23043.16;2
39138.51;2
35766.42;2
34848.9;2
28619.56;2
24878.08;2
25016.63;2
25755.37;2
32455.15;2
43171.15;2
