
Порог 0% от максимального значения;
 ;ИС1;ИС2;
ОС1;0;0;
ОС2;100;100;
Чувствительность = ;0
Специфичность =;100

Порог 1% от максимального значения;
 ;ИС1;ИС2;
ОС1;0;0;
ОС2;100;100;
Чувствительность = ;0
Специфичность =;100

Порог 2% от максимального значения;
 ;ИС1;ИС2;
ОС1;0;0;
ОС2;100;100;
Чувствительность = ;0
Специфичность =;100

Порог 3% от максимального значения;
 ;ИС1;ИС2;
ОС1;0;0;
ОС2;100;100;
Чувствительность = ;0
Специфичность =;100

Порог 4% от максимального значения;
 ;ИС1;ИС2;
ОС1;0;0;
ОС2;100;100;
Чувствительность = ;0
Специфичность =;100

Порог 5% от максимального значения;
 ;ИС1;ИС2;
ОС1;0;0;
ОС2;100;100;
Чувствительность = ;0
Специфичность =;100

Порог 6% от максимального значения;
 ;ИС1;ИС2;
ОС1;0;0;
ОС2;100;100;
Чувствительность = ;0
Специфичность =;100

Порог 7% от максимального значения;
 ;ИС1;ИС2;
ОС1;0;0;
ОС2;100;100;
Чувствительность = ;0
Специфичность =;100

Порог 8% от максимального значения;
 ;ИС1;ИС2;
ОС1;0;0;
ОС2;100;100;
Чувствительность = ;0
Специфичность =;100

Порог 9% от максимального значения;
 ;ИС1;ИС2;
ОС1;2;0;
ОС2;98;100;
Чувствительность = ;2
Специфичность =;100

Порог 10% от максимального значения;
 ;ИС1;ИС2;
ОС1;3;0;
ОС2;97;100;
Чувствительность = ;3
Специфичность =;100

Порог 11% от максимального значения;
 ;ИС1;ИС2;
ОС1;5;0;
ОС2;95;100;
Чувствительность = ;5
Специфичность =;100

Порог 12% от максимального значения;
 ;ИС1;ИС2;
ОС1;9;0;
ОС2;91;100;
Чувствительность = ;9
Специфичность =;100

Порог 13% от максимального значения;
 ;ИС1;ИС2;
ОС1;12;0;
ОС2;88;100;
Чувствительность = ;12
Специфичность =;100

Порог 14% от максимального значения;
 ;ИС1;ИС2;
ОС1;16;0;
ОС2;84;100;
Чувствительность = ;16
Специфичность =;100

Порог 15% от максимального значения;
 ;ИС1;ИС2;
ОС1;21;0;
ОС2;79;100;
Чувствительность = ;21
Специфичность =;100

Порог 16% от максимального значения;
 ;ИС1;ИС2;
ОС1;26;0;
ОС2;74;100;
Чувствительность = ;26
Специфичность =;100

Порог 17% от максимального значения;
 ;ИС1;ИС2;
ОС1;27;0;
ОС2;73;100;
Чувствительность = ;27
Специфичность =;100

Порог 18% от максимального значения;
 ;ИС1;ИС2;
ОС1;33;0;
ОС2;67;100;
Чувствительность = ;33
Специфичность =;100

Порог 19% от максимального значения;
 ;ИС1;ИС2;
ОС1;34;0;
ОС2;66;100;
Чувствительность = ;34
Специфичность =;100

Порог 20% от максимального значения;
 ;ИС1;ИС2;
ОС1;37;0;
ОС2;63;100;
Чувствительность = ;37
Специфичность =;100

Порог 21% от максимального значения;
 ;ИС1;ИС2;
ОС1;45;0;
ОС2;55;100;
Чувствительность = ;45
Специфичность =;100

Порог 22% от максимального значения;
 ;ИС1;ИС2;
ОС1;49;0;
ОС2;51;100;
Чувствительность = ;49
Специфичность =;100

Порог 23% от максимального значения;
 ;ИС1;ИС2;
ОС1;51;0;
ОС2;49;100;
Чувствительность = ;51
Специфичность =;100

Порог 24% от максимального значения;
 ;ИС1;ИС2;
ОС1;53;0;
ОС2;47;100;
Чувствительность = ;53
Специфичность =;100

Порог 25% от максимального значения;
 ;ИС1;ИС2;
ОС1;53;0;
ОС2;47;100;
Чувствительность = ;53
Специфичность =;100

Порог 26% от максимального значения;
 ;ИС1;ИС2;
ОС1;56;0;
ОС2;44;100;
Чувствительность = ;56
Специфичность =;100

Порог 27% от максимального значения;
 ;ИС1;ИС2;
ОС1;62;0;
ОС2;38;100;
Чувствительность = ;62
Специфичность =;100

Порог 28% от максимального значения;
 ;ИС1;ИС2;
ОС1;64;1;
ОС2;36;99;
Чувствительность = ;64
Специфичность =;99

Порог 29% от максимального значения;
 ;ИС1;ИС2;
ОС1;65;1;
ОС2;35;99;
Чувствительность = ;65
Специфичность =;99

Порог 30% от максимального значения;
 ;ИС1;ИС2;
ОС1;65;1;
ОС2;35;99;
Чувствительность = ;65
Специфичность =;99

Порог 31% от максимального значения;
 ;ИС1;ИС2;
ОС1;67;3;
ОС2;33;97;
Чувствительность = ;67
Специфичность =;97

Порог 32% от максимального значения;
 ;ИС1;ИС2;
ОС1;70;4;
ОС2;30;96;
Чувствительность = ;70
Специфичность =;96

Порог 33% от максимального значения;
 ;ИС1;ИС2;
ОС1;70;9;
ОС2;30;91;
Чувствительность = ;70
Специфичность =;91

Порог 34% от максимального значения;
 ;ИС1;ИС2;
ОС1;72;11;
ОС2;28;89;
Чувствительность = ;72
Специфичность =;89

Порог 35% от максимального значения;
 ;ИС1;ИС2;
ОС1;74;11;
ОС2;26;89;
Чувствительность = ;74
Специфичность =;89

Порог 36% от максимального значения;
 ;ИС1;ИС2;
ОС1;74;11;
ОС2;26;89;
Чувствительность = ;74
Специфичность =;89

Порог 37% от максимального значения;
 ;ИС1;ИС2;
ОС1;75;14;
ОС2;25;86;
Чувствительность = ;75
Специфичность =;86

Порог 38% от максимального значения;
 ;ИС1;ИС2;
ОС1;76;16;
ОС2;24;84;
Чувствительность = ;76
Специфичность =;84

Порог 39% от максимального значения;
 ;ИС1;ИС2;
ОС1;78;18;
ОС2;22;82;
Чувствительность = ;78
Специфичность =;82

Порог 40% от максимального значения;
 ;ИС1;ИС2;
ОС1;80;22;
ОС2;20;78;
Чувствительность = ;80
Специфичность =;78

Порог 41% от максимального значения;
 ;ИС1;ИС2;
ОС1;81;24;
ОС2;19;76;
Чувствительность = ;81
Специфичность =;76

Порог 42% от максимального значения;
 ;ИС1;ИС2;
ОС1;81;24;
ОС2;19;76;
Чувствительность = ;81
Специфичность =;76

Порог 43% от максимального значения;
 ;ИС1;ИС2;
ОС1;81;27;
ОС2;19;73;
Чувствительность = ;81
Специфичность =;73

Порог 44% от максимального значения;
 ;ИС1;ИС2;
ОС1;82;32;
ОС2;18;68;
Чувствительность = ;82
Специфичность =;68

Порог 45% от максимального значения;
 ;ИС1;ИС2;
ОС1;84;33;
ОС2;16;67;
Чувствительность = ;84
Специфичность =;67

Порог 46% от максимального значения;
 ;ИС1;ИС2;
ОС1;85;35;
ОС2;15;65;
Чувствительность = ;85
Специфичность =;65

Порог 47% от максимального значения;
 ;ИС1;ИС2;
ОС1;87;37;
ОС2;13;63;
Чувствительность = ;87
Специфичность =;63

Порог 48% от максимального значения;
 ;ИС1;ИС2;
ОС1;90;39;
ОС2;10;61;
Чувствительность = ;90
Специфичность =;61

Порог 49% от максимального значения;
 ;ИС1;ИС2;
ОС1;93;42;
ОС2;7;58;
Чувствительность = ;93
Специфичность =;58

Порог 50% от максимального значения;
 ;ИС1;ИС2;
ОС1;93;42;
ОС2;7;58;
Чувствительность = ;93
Специфичность =;58

Порог 51% от максимального значения;
 ;ИС1;ИС2;
ОС1;93;45;
ОС2;7;55;
Чувствительность = ;93
Специфичность =;55

Порог 52% от максимального значения;
 ;ИС1;ИС2;
ОС1;93;45;
ОС2;7;55;
Чувствительность = ;93
Специфичность =;55

Порог 53% от максимального значения;
 ;ИС1;ИС2;
ОС1;95;47;
ОС2;5;53;
Чувствительность = ;95
Специфичность =;53

Порог 54% от максимального значения;
 ;ИС1;ИС2;
ОС1;95;47;
ОС2;5;53;
Чувствительность = ;95
Специфичность =;53

Порог 55% от максимального значения;
 ;ИС1;ИС2;
ОС1;96;49;
ОС2;4;51;
Чувствительность = ;96
Специфичность =;51

Порог 56% от максимального значения;
 ;ИС1;ИС2;
ОС1;96;50;
ОС2;4;50;
Чувствительность = ;96
Специфичность =;50

Порог 57% от максимального значения;
 ;ИС1;ИС2;
ОС1;96;51;
ОС2;4;49;
Чувствительность = ;96
Специфичность =;49

Порог 58% от максимального значения;
 ;ИС1;ИС2;
ОС1;96;54;
ОС2;4;46;
Чувствительность = ;96
Специфичность =;46

Порог 59% от максимального значения;
 ;ИС1;ИС2;
ОС1;96;57;
ОС2;4;43;
Чувствительность = ;96
Специфичность =;43

Порог 60% от максимального значения;
 ;ИС1;ИС2;
ОС1;96;61;
ОС2;4;39;
Чувствительность = ;96
Специфичность =;39

Порог 61% от максимального значения;
 ;ИС1;ИС2;
ОС1;97;64;
ОС2;3;36;
Чувствительность = ;97
Специфичность =;36

Порог 62% от максимального значения;
 ;ИС1;ИС2;
ОС1;97;66;
ОС2;3;34;
Чувствительность = ;97
Специфичность =;34

Порог 63% от максимального значения;
 ;ИС1;ИС2;
ОС1;97;68;
ОС2;3;32;
Чувствительность = ;97
Специфичность =;32

Порог 64% от максимального значения;
 ;ИС1;ИС2;
ОС1;99;71;
ОС2;1;29;
Чувствительность = ;99
Специфичность =;29

Порог 65% от максимального значения;
 ;ИС1;ИС2;
ОС1;99;74;
ОС2;1;26;
Чувствительность = ;99
Специфичность =;26

Порог 66% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;76;
ОС2;0;24;
Чувствительность = ;100
Специфичность =;24

Порог 67% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;79;
ОС2;0;21;
Чувствительность = ;100
Специфичность =;21

Порог 68% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;81;
ОС2;0;19;
Чувствительность = ;100
Специфичность =;19

Порог 69% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;81;
ОС2;0;19;
Чувствительность = ;100
Специфичность =;19

Порог 70% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;82;
ОС2;0;18;
Чувствительность = ;100
Специфичность =;18

Порог 71% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;84;
ОС2;0;16;
Чувствительность = ;100
Специфичность =;16

Порог 72% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;87;
ОС2;0;13;
Чувствительность = ;100
Специфичность =;13

Порог 73% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;88;
ОС2;0;12;
Чувствительность = ;100
Специфичность =;12

Порог 74% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;89;
ОС2;0;11;
Чувствительность = ;100
Специфичность =;11

Порог 75% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;90;
ОС2;0;10;
Чувствительность = ;100
Специфичность =;10

Порог 76% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;90;
ОС2;0;10;
Чувствительность = ;100
Специфичность =;10

Порог 77% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;90;
ОС2;0;10;
Чувствительность = ;100
Специфичность =;10

Порог 78% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;90;
ОС2;0;10;
Чувствительность = ;100
Специфичность =;10

Порог 79% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;90;
ОС2;0;10;
Чувствительность = ;100
Специфичность =;10

Порог 80% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;91;
ОС2;0;9;
Чувствительность = ;100
Специфичность =;9

Порог 81% от максимального значения;
 ;ИС1;ИС2;
ОС1;100;91;
