;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
67008; Crosover vs 67006|;2.915215;4.732008;4.414733
68008;;2.91526;4.732211;4.414639
70001;;2.915257;4.732215;4.414598
65005; Crosover vs 65002|;2.915254;4.73222;4.414555
68010; Crosover vs 68001| Crosover vs 68003| Crosover vs 68007|;2.915267;4.732309;4.414546
67003;;2.915306;4.732414;4.414542
61004; Crosover vs 61006|;2.915357;4.732606;4.414526
69001;;2.915595;4.733171;4.414461
52002; Crosover vs 52005|;2.915934;4.733933;4.414411
62009; Crosover vs 62004|;2.915236;4.732441;4.414388
60008; Crosover vs 60004|;2.915263;4.732697;4.41437
70006; BlueNoize |;2.679245;4.373887;4.028876
70007; BlueNoize |;2.679265;4.373995;4.028821
70003; Shift |;2.840907;5.169769;3.600898
70005; BlueNoize | Shift |;2.612731;4.730114;3.343823
70004; BlueNoize | Shift |;2.612503;4.731174;3.341666
70010; Crosover vs 70002|;2.787049;5.2861;3.239823
70002; BlueNoize | Shift | Crosover vs 70010|;2.662323;5.188764;2.87126
70008; FlikkerNoize |;2.480234;5.226024;2.090989
70009; FlikkerNoize | Shift |;2.385321;5.482814;1.133933
