;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
7004;;2.882139;4.754627;4.28823
9007;;2.875427;4.746945;4.274369
9002;;2.868518;4.744112;4.254269
8006;;2.868518;4.744112;4.254268
8003;;2.868518;4.744112;4.254268
9003;;2.855148;4.712218;4.247169
10006; Crosover vs 10007|;2.880721;4.790398;4.243925
10007; Crosover vs 10006|;2.881994;4.794494;4.243622
8001;;2.841521;4.69344;4.222448
8005;;2.841521;4.69344;4.222448
8009;;2.869335;4.792265;4.201865
8008;;2.893417;4.866181;4.19664
10002; Crosover vs 10003| Shift |;2.670493;5.050694;3.124175
10003; Crosover vs 10002| BlueNoize | Shift |;2.484745;4.675156;2.944301
10004; BlueNoize | Shift |;2.496714;4.73557;2.903126
10009; BlueNoize | Shift |;2.496144;4.744555;2.886714
10005; FlikkerNoize |;2.507079;5.408699;1.88236
10010; FlikkerNoize |;2.510299;5.468369;1.797935
10001; FlikkerNoize | Shift |;2.373274;5.236273;1.447392
10008; FlikkerNoize | Shift |;2.389683;5.274159;1.436247
