;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
52002; Crosover vs 52005|;2.915934;4.733933;4.414411
60008; Crosover vs 60004|;2.915263;4.732697;4.41437
57006;;2.915467;4.732881;4.414345
59007;;2.915226;4.732367;4.414265
55001; Crosover vs 55009|;2.91498;4.731864;4.414158
60009;;2.915243;4.732664;4.414122
59004;;2.915385;4.733084;4.414119
57003; Crosover vs 57009|;2.915257;4.732965;4.413959
50007;;2.915281;4.733289;4.41381
59002;;2.915686;4.734619;4.413788
51002;;2.914868;4.731982;4.413772
53006;;2.915421;4.73369;4.413739
60004; Crosover vs 60008|;2.915164;4.733444;4.41319
60001; BlueNoize |;2.70572;4.402451;4.085649
60005; Crosover vs 60003| Shift |;2.553906;4.596447;3.317623
60007; Shift |;2.719009;5.258538;2.991583
60010; BlueNoize | Shift |;2.527816;4.88699;2.78489
60003; FlikkerNoize | Crosover vs 60005|;2.680671;5.48614;2.562056
60006; FlikkerNoize |;2.510274;5.374416;2.001609
60002; FlikkerNoize |;2.510196;5.374269;2.001419
