;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
96003; Crosover vs 96009|;2.915245;4.732085;4.414736
86002; Crosover vs 86005|;2.915247;4.732093;4.414735
97004; Crosover vs 97006|;2.915244;4.732083;4.414735
98001; Crosover vs 98003|;2.915246;4.732088;4.414735
96004;;2.915242;4.732081;4.414735
94001;;2.915242;4.732081;4.414735
90008;;2.915242;4.732081;4.414735
96007;;2.915245;4.732087;4.414735
88004;;2.915242;4.732081;4.414735
90004;;2.915242;4.732081;4.414735
92004;;2.915242;4.732081;4.414735
98003; Crosover vs 98001|;2.915243;4.732082;4.414734
98010; Shift |;2.915488;4.754726;4.390251
98008; Crosover vs 98002|;2.834498;4.772505;4.082293
98002; BlueNoize | Shift | Crosover vs 98008|;2.759416;4.578539;4.079831
98009; BlueNoize |;2.694201;4.392453;4.057487
98006; BlueNoize | Shift |;2.694437;4.432431;4.014303
98004; BlueNoize | Shift |;2.694435;4.432427;4.014301
98005; FlikkerNoize |;2.454922;5.395339;1.611339
98007; FlikkerNoize |;2.454921;5.395338;1.611338
