;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
7004;;2.882139;4.754627;4.28823
9007;;2.875427;4.746945;4.274369
15002; Crosover vs 15004|;2.874334;4.745339;4.27254
14001;;2.870563;4.735096;4.271411
13002;;2.873927;4.745412;4.271163
15007;;2.869867;4.735772;4.268725
15010;;2.869262;4.736565;4.265836
14002; Crosover vs 14004|;2.869352;4.73731;4.265291
12009; Crosover vs 12002|;2.865555;4.726386;4.264815
15003; Crosover vs 15006|;2.868848;4.739057;4.261609
13010;;2.873807;4.75476;4.261102
13009;;2.860374;4.71847;4.257019
9002;;2.868518;4.744112;4.254269
8006;;2.868518;4.744112;4.254268
15009; BlueNoize |;2.738336;4.517854;4.074613
15006; Crosover vs 15003| Shift |;2.764904;5.350797;3.079206
15004; Crosover vs 15002| FlikkerNoize |;2.388988;5.133221;1.844885
15001; FlikkerNoize |;2.388129;5.132262;1.843758
15008; FlikkerNoize |;2.38729;5.130574;1.842707
15005; FlikkerNoize | Shift |;2.574971;5.672029;1.607937
