;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
2002;;2.847765;4.94699;3.925397
1018;;2.903854;5.136864;3.894775
2001;;2.924407;5.202748;3.869089
2010;;2.872764;5.135919;3.749707
1002;;2.819087;5.07982;3.651757
2009;;2.571966;4.435901;3.576334
2006;;2.815507;5.124555;3.571444
1017;;2.840668;5.252123;3.494855
1010;;2.802948;5.153314;3.485138
1009;;2.814021;5.304898;3.323755
2005;;2.928105;5.633044;3.302857
2007;;2.95059;5.693731;3.278104
1013;;2.833349;5.40615;3.213846
2008;;2.758523;5.517953;2.758108
2003;;2.779944;5.574575;2.754448
1007;;2.821278;5.741817;2.663891
2004;;1.866866;3.238535;2.580921
1001;;1.994455;3.672111;2.480659
1004;;1.969176;3.609749;2.451558
1008;;2.802502;5.834133;2.365613
