;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
7004;;2.882139;4.754627;4.28823
9007;;2.875427;4.746945;4.274369
12009; Crosover vs 12002|;2.865555;4.726386;4.264815
9002;;2.868518;4.744112;4.254269
8006;;2.868518;4.744112;4.254268
8003;;2.868518;4.744112;4.254268
11006; Crosover vs 11008|;2.856149;4.710802;4.252085
9003;;2.855148;4.712218;4.247169
12002; Crosover vs 12009|;2.865438;4.742489;4.246021
10006; Crosover vs 10007|;2.880721;4.790398;4.243925
10007; Crosover vs 10006|;2.881994;4.794494;4.243622
12004;;2.848775;4.700454;4.23926
8001;;2.841521;4.69344;4.222448
12005; Crosover vs 12006| Shift |;2.758428;5.216391;3.23053
12001; BlueNoize | Shift |;2.587678;4.895635;3.029595
12006; Crosover vs 12005| BlueNoize | Shift | Crosover vs 12008|;2.34838;4.783865;2.179823
12007; FlikkerNoize |;2.602131;5.508683;2.159151
12010; FlikkerNoize |;2.602131;5.508683;2.159151
12008; Crosover vs 12006| Shift |;2.291926;4.657631;2.144956
12003; FlikkerNoize | Shift |;2.498801;5.765481;1.157966
