;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
3010;;2.871428;4.908229;4.059143
3006;;2.871428;4.908229;4.059143
4010;;2.926747;5.080274;4.042735
4008;;2.886855;4.971745;4.036664
4004;;2.877866;4.965432;4.013455
4009;;2.877866;4.965432;4.013455
4005;;2.879355;4.985355;3.996172
3003;;2.859574;4.936231;3.983068
3009;;2.894402;5.042364;3.975786
3004;;2.798424;4.783208;3.955175
5009; BlueNoize |;2.675877;4.608766;3.740588
5005; Crosover vs 5008| Shift |;2.751488;5.219945;3.200675
5004; Shift |;2.744836;5.263888;3.128481
5008; Crosover vs 5005| Shift |;2.749649;5.291739;3.086394
5006; FlikkerNoize |;2.242642;4.854812;1.686741
5007; FlikkerNoize |;2.262094;4.939081;1.628523
5003; FlikkerNoize | Shift | Crosover vs 5010|;2.549848;5.613297;1.617015
5001; FlikkerNoize | Shift |;2.093957;4.568251;1.466331
5002; FlikkerNoize | Shift |;2.092367;4.569444;1.460973
5010; Crosover vs 5003| Shift |;2.118208;4.78282;1.207031
