;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
36002; Crosover vs 36010|;2.917549;4.741093;4.410758
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
36001; Crosover vs 36003| Crosover vs 36009|;2.904699;4.712417;4.405242
35006;;2.90814;4.723392;4.403118
35009;;2.906223;4.719168;4.402209
36008; Crosover vs 36003|;2.910296;4.730378;4.401382
36004;;2.906178;4.7211;4.399559
25003;;2.90314;4.71485;4.397999
36005;;2.903393;4.71772;4.394788
30005; Crosover vs 30006|;2.904075;4.72017;4.394579
33003; Shift |;2.913853;4.747708;4.393751
32004;;2.905775;4.726457;4.392546
35010;;2.905098;4.725443;4.391498
32001; Crosover vs 32006|;2.906653;4.729556;4.391293
32008;;2.903515;4.722091;4.390742
36003; Crosover vs 36001| Crosover vs 36008|;2.859969;4.709712;4.270019
36007; BlueNoize |;2.708133;4.424365;4.071941
36009; Crosover vs 36001| Shift |;2.800441;5.184471;3.415255
36010; Crosover vs 36002| Shift |;2.785278;5.186438;3.361798
36006; FlikkerNoize | Shift |;2.414883;5.32121;1.602399
