;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
7004;;2.882139;4.754627;4.28823
9007;;2.875427;4.746945;4.274369
13002;;2.873927;4.745412;4.271163
12009; Crosover vs 12002|;2.865555;4.726386;4.264815
13010;;2.873807;4.75476;4.261102
13009;;2.860374;4.71847;4.257019
9002;;2.868518;4.744112;4.254269
8003;;2.868518;4.744112;4.254268
8006;;2.868518;4.744112;4.254268
11006; Crosover vs 11008|;2.856149;4.710802;4.252085
13001;;2.860876;4.725186;4.251022
9003;;2.855148;4.712218;4.247169
12002; Crosover vs 12009|;2.865438;4.742489;4.246021
10006; Crosover vs 10007|;2.880721;4.790398;4.243925
13005; BlueNoize |;2.725861;4.480903;4.073899
13007; BlueNoize |;2.725861;4.480903;4.073899
13004; Crosover vs 13003| Shift |;2.641522;5.419886;2.439989
13006; FlikkerNoize | Shift |;2.25549;4.445329;2.419163
13003; FlikkerNoize | Crosover vs 13004|;2.436253;5.376383;1.585993
13008; FlikkerNoize |;2.349946;5.156703;1.57551
