;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
86002; Crosover vs 86005|;2.915247;4.732093;4.414735
90008;;2.915242;4.732081;4.414735
88004;;2.915242;4.732081;4.414735
90004;;2.915242;4.732081;4.414735
87008;;2.915237;4.732067;4.414734
84005;;2.915237;4.732067;4.414734
72006; Crosover vs 72009|;2.915259;4.732126;4.414734
67008; Crosover vs 67006|;2.915215;4.732008;4.414733
90009;;2.915223;4.732032;4.414732
89009;;2.915232;4.732056;4.414732
91001; BlueNoize | Crosover vs 91010|;2.826082;4.603094;4.261107
91008; BlueNoize |;2.739803;4.457045;4.139587
91009; Shift |;2.758229;5.010623;3.507692
91002; Crosover vs 91006| Shift |;2.758229;5.010623;3.50769
91010; Crosover vs 91001| Shift |;2.679257;4.839956;3.443427
91006; Crosover vs 91002| BlueNoize | Shift |;2.591375;4.676844;3.336511
91004; BlueNoize | Shift |;2.591376;4.676857;3.3365
91005; BlueNoize | Shift |;2.591376;4.676857;3.3365
91007; FlikkerNoize |;2.392855;5.301778;1.512335
91003; FlikkerNoize |;2.392853;5.301771;1.512334
