;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
36002; Crosover vs 36010|;2.917549;4.741093;4.410758
37005;;2.91388;4.731732;4.410305
41003;;2.915606;4.736341;4.410145
38008;;2.910716;4.724313;4.409444
39001; Crosover vs 39009|;2.91704;4.741385;4.40877
37009;;2.907484;4.717542;4.407412
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
40004; Crosover vs 40009| Crosover vs 40005|;2.909867;4.724288;4.407144
41004; Crosover vs 41006| Crosover vs 41007|;2.918812;4.748465;4.406156
36001; Crosover vs 36003| Crosover vs 36009|;2.904699;4.712417;4.405242
35006;;2.90814;4.723392;4.403118
39010;;2.905662;4.716896;4.402926
41009; Crosover vs 41001|;2.924842;4.769368;4.400979
41007; Crosover vs 41004|;2.903396;4.712937;4.400821
41001; Crosover vs 41009| Shift |;2.885288;4.963223;4.051573
41010; Crosover vs 41008| Shift |;2.678748;5.495416;2.546829
41008; FlikkerNoize | Shift | Crosover vs 41010|;2.47215;5.415338;1.706969
41006; Crosover vs 41004| FlikkerNoize |;2.556908;5.698069;1.636935
41002; FlikkerNoize | Shift |;2.477879;5.532128;1.560566
41005; FlikkerNoize | Shift |;2.477879;5.532128;1.560566
