;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
86002; Crosover vs 86005|;2.915247;4.732093;4.414735
90008;;2.915242;4.732081;4.414735
88004;;2.915242;4.732081;4.414735
90004;;2.915242;4.732081;4.414735
92004;;2.915242;4.732081;4.414735
87008;;2.915237;4.732067;4.414734
84005;;2.915237;4.732067;4.414734
72006; Crosover vs 72009|;2.915259;4.732126;4.414734
67008; Crosover vs 67006|;2.915215;4.732008;4.414733
90009;;2.915223;4.732032;4.414732
89009;;2.915232;4.732056;4.414732
92009; BlueNoize |;2.712667;4.41405;4.095219
92003; BlueNoize |;2.712669;4.414061;4.095213
92008; BlueNoize |;2.712674;4.414081;4.095204
92005; Crosover vs 92007| Shift |;2.754385;5.332891;3.033471
92001; BlueNoize | Shift |;2.572364;5.005886;2.800364
92010; Crosover vs 92006| Shift |;2.417299;4.894891;2.300809
92002; FlikkerNoize |;2.574615;5.528998;2.013753
92007; Crosover vs 92005| FlikkerNoize |;2.574613;5.528991;2.013753
92006; FlikkerNoize | Shift | Crosover vs 92010|;2.306476;5.258565;1.141304
