;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
16006; Shift |;2.876031;4.73514;4.293708
16010; Crosover vs 16001| Shift |;2.873827;4.730022;4.291784
7004;;2.882139;4.754627;4.28823
16007;;2.878067;4.749627;4.280344
16008;;2.878067;4.749627;4.280344
9007;;2.875427;4.746945;4.274369
15002; Crosover vs 15004|;2.874334;4.745339;4.27254
14001;;2.870563;4.735096;4.271411
13002;;2.873927;4.745412;4.271163
15007;;2.869867;4.735772;4.268725
15010;;2.869262;4.736565;4.265836
14002; Crosover vs 14004|;2.869352;4.73731;4.265291
12009; Crosover vs 12002|;2.865555;4.726386;4.264815
16001; Crosover vs 16010|;2.869447;4.739237;4.263117
15003; Crosover vs 15006|;2.868848;4.739057;4.261609
16003; BlueNoize | Shift |;2.691756;4.43654;4.010758
16009; BlueNoize |;2.6932;4.441101;4.007956
16002; BlueNoize | Shift |;2.69171;4.443544;4.001812
16004; FlikkerNoize |;2.428316;5.297576;1.739701
16005; FlikkerNoize |;2.428316;5.297576;1.739701
