;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
36002; Crosover vs 36010|;2.917549;4.741093;4.410758
37005;;2.91388;4.731732;4.410305
38008;;2.910716;4.724313;4.409444
39001; Crosover vs 39009|;2.91704;4.741385;4.40877
37009;;2.907484;4.717542;4.407412
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
36001; Crosover vs 36003| Crosover vs 36009|;2.904699;4.712417;4.405242
35006;;2.90814;4.723392;4.403118
39010;;2.905662;4.716896;4.402926
35009;;2.906223;4.719168;4.402209
36008; Crosover vs 36003|;2.910296;4.730378;4.401382
36004;;2.906178;4.7211;4.399559
39002; BlueNoize | Crosover vs 39008|;2.815028;4.623173;4.201427
39007; BlueNoize |;2.694268;4.397903;4.053843
39004; Shift |;2.788183;5.255719;3.282501
39008; Crosover vs 39002| Shift |;2.675302;5.033057;3.168735
39009; Crosover vs 39001| BlueNoize | Shift |;2.580167;4.8383;3.072504
39006; BlueNoize | Shift |;2.576542;4.840646;3.054842
39005; FlikkerNoize |;2.536624;5.807263;1.170385
39003; FlikkerNoize |;2.536215;5.807072;1.168646
