;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
45008; Crosover vs 45006| Crosover vs 45010|;2.916084;4.73609;4.41358
45002;;2.915793;4.736149;4.41092
36002; Crosover vs 36010|;2.917549;4.741093;4.410758
45005;;2.916538;4.738534;4.410488
48007; Crosover vs 48003| Crosover vs 48009|;2.914302;4.732808;4.410322
48003; Crosover vs 48007|;2.914302;4.732806;4.410321
48005;;2.91388;4.731733;4.410305
43001;;2.91388;4.731733;4.410305
37005;;2.91388;4.731732;4.410305
42005;;2.91388;4.731732;4.410305
45003;;2.914714;4.73389;4.410298
46001; Crosover vs 46009|;2.915246;4.735276;4.410288
46002; Crosover vs 46004|;2.914706;4.733905;4.41025
48009; Crosover vs 48007| Shift |;2.725779;5.330464;2.913187
48002; Shift |;2.727508;5.3382;2.908582
48008; BlueNoize | Shift |;2.516218;4.924054;2.679907
48001; BlueNoize | Shift |;2.516198;4.926149;2.67645
48004; FlikkerNoize | Shift |;2.387977;5.463573;1.182072
48010; FlikkerNoize | Shift |;2.387785;5.463394;1.181499
48006; FlikkerNoize | Shift |;2.387688;5.463642;1.180736
