;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
18005; Crosover vs 18002| Crosover vs 18004|;2.909113;4.780713;4.342633
17005;;2.877796;4.70167;4.335166
17007;;2.876981;4.699986;4.334427
19003; Crosover vs 19010|;2.877079;4.70153;4.332822
19010; Crosover vs 19003|;2.875939;4.699933;4.331175
16006; Shift |;2.876031;4.73514;4.293708
16010; Crosover vs 16001| Shift |;2.873827;4.730022;4.291784
7004;;2.882139;4.754627;4.28823
18004; Crosover vs 18005|;2.875702;4.739879;4.283492
16008;;2.878067;4.749627;4.280344
16007;;2.878067;4.749627;4.280344
9007;;2.875427;4.746945;4.274369
19001; BlueNoize |;2.643283;4.331112;3.965803
19006; Shift |;2.727175;5.226134;3.083558
19004; Shift |;2.726225;5.227296;3.077893
19005; Crosover vs 19007| Shift |;2.696824;5.192415;3.007313
19008; Shift |;2.70487;5.231091;2.979335
19009; BlueNoize | Shift |;2.479718;4.765205;2.779567
19007; Crosover vs 19005| BlueNoize | Shift |;2.477828;4.771021;2.762405
19002; FlikkerNoize | Shift |;2.539527;5.528185;1.911395
