;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
7004;;2.882139;4.754627;4.28823
9007;;2.875427;4.746945;4.274369
9002;;2.868518;4.744112;4.254269
8006;;2.868518;4.744112;4.254268
8003;;2.868518;4.744112;4.254268
9003;;2.855148;4.712218;4.247169
8001;;2.841521;4.69344;4.222448
8005;;2.841521;4.69344;4.222448
8009;;2.869335;4.792265;4.201865
8008;;2.893417;4.866181;4.19664
7008;;2.840822;4.713622;4.195419
7002;;2.840822;4.713622;4.195419
8010;;2.860397;4.792301;4.170863
9005; BlueNoize |;2.677415;4.468642;3.927262
9010; BlueNoize |;2.677415;4.468642;3.927262
9006; Crosover vs 9004| Shift |;2.783782;5.090487;3.50822
9008; Crosover vs 9009| Shift |;2.76285;5.048188;3.484246
9004; Crosover vs 9006| Shift |;2.778741;5.108868;3.464377
9001; BlueNoize | Shift |;2.592964;4.626573;3.419148
9009; Crosover vs 9008| BlueNoize | Shift |;2.590086;4.689786;3.325415
