;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
25003;;2.90314;4.71485;4.397999
30005; Crosover vs 30006|;2.904075;4.72017;4.394579
31004; Crosover vs 31007|;2.924699;4.778105;4.389916
28001; Crosover vs 28009|;2.907943;4.73449;4.389834
30010;;2.907352;4.733968;4.388369
22003; Crosover vs 22006|;2.91164;4.745654;4.388249
26006; Crosover vs 26004|;2.899972;4.716173;4.386853
29002;;2.901815;4.721107;4.386454
26002; Crosover vs 26004|;2.902909;4.723985;4.386108
29006;;2.899155;4.716874;4.383022
31001; Shift | Crosover vs 31002|;2.878119;4.709943;4.325346
31002; Crosover vs 31001| Shift |;2.921749;4.863988;4.286768
31007; Crosover vs 31004| Crosover vs 31009| Shift |;2.888749;4.784348;4.274901
31010; BlueNoize |;2.661573;4.361803;3.987035
31003; BlueNoize |;2.666624;4.376481;3.98523
31009; Crosover vs 31007| BlueNoize |;2.656772;4.352164;3.983483
31005; BlueNoize |;2.666902;4.381994;3.979432
31008; BlueNoize | Shift |;2.663632;4.474806;3.866079
31006; BlueNoize | Shift |;2.663487;4.494804;3.841249
