;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
45008; Crosover vs 45006| Crosover vs 45010|;2.916084;4.73609;4.41358
45002;;2.915793;4.736149;4.41092
36002; Crosover vs 36010|;2.917549;4.741093;4.410758
45005;;2.916538;4.738534;4.410488
43001;;2.91388;4.731733;4.410305
37005;;2.91388;4.731732;4.410305
42005;;2.91388;4.731732;4.410305
45003;;2.914714;4.73389;4.410298
46001; Crosover vs 46009|;2.915246;4.735276;4.410288
46002; Crosover vs 46004|;2.914706;4.733905;4.41025
47001; BlueNoize |;2.673716;4.365276;4.018732
47004; Crosover vs 47006| Shift |;2.765479;5.102816;3.412007
47008; BlueNoize | Shift |;2.533577;4.698376;3.092215
47006; Crosover vs 47004| BlueNoize | Shift |;2.533576;4.698374;3.092215
47002; Shift | Crosover vs 47007|;2.604064;5.156375;2.605009
47007; Crosover vs 47002|;2.448578;5.051563;2.152601
47010; FlikkerNoize |;2.4243;5.397928;1.472921
47005; FlikkerNoize | Shift |;2.389631;5.411453;1.280186
47009; FlikkerNoize | Shift |;2.389985;5.412561;1.280017
47003; FlikkerNoize | Shift |;2.389985;5.412562;1.280017
