;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
25003;;2.90314;4.71485;4.397999
22003; Crosover vs 22006|;2.91164;4.745654;4.388249
26006; Crosover vs 26004|;2.899972;4.716173;4.386853
26002; Crosover vs 26004|;2.902909;4.723985;4.386108
23005;;2.895285;4.711164;4.378109
24001; Crosover vs 24010| Shift |;2.892935;4.707673;4.375425
26010;;2.885442;4.695927;4.365785
21007;;2.89484;4.723598;4.363151
24002; Crosover vs 24007|;2.8862;4.702583;4.359822
18005; Crosover vs 18002| Crosover vs 18004|;2.909113;4.780713;4.342633
17005;;2.877796;4.70167;4.335166
17007;;2.876981;4.699986;4.334427
26003; BlueNoize |;2.706531;4.405324;4.090059
26008; Shift |;2.736871;5.295712;3.037307
26004; Crosover vs 26002| Crosover vs 26006| Shift |;2.746424;5.32457;3.034336
26009; Shift |;2.729286;5.301423;2.991738
26005; FlikkerNoize |;2.39589;5.210116;1.693521
26001; FlikkerNoize | Shift |;2.352589;5.158202;1.55495
26007; FlikkerNoize | Shift |;2.356574;5.212564;1.4852
