;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
72006; Crosover vs 72009|;2.915259;4.732126;4.414734
67008; Crosover vs 67006|;2.915215;4.732008;4.414733
72007;;2.915218;4.732033;4.414715
77002; Crosover vs 77010|;2.915241;4.732099;4.414713
71008; Crosover vs 71009|;2.91522;4.732056;4.414694
71004; Crosover vs 71006|;2.91521;4.732044;4.414675
76002;;2.915237;4.732123;4.414656
68008;;2.91526;4.732211;4.414639
70001;;2.915257;4.732215;4.414598
75009;;2.915344;4.732458;4.414596
79002; BlueNoize |;2.73594;4.47092;4.111327
79006; Shift |;2.709483;5.246348;2.987815
79010; Shift |;2.70943;5.246242;2.987765
79003; BlueNoize | Shift |;2.542721;4.915926;2.817108
79008; Crosover vs 79005| Shift |;2.654963;5.539344;2.286727
79005; FlikkerNoize | Crosover vs 79008|;2.713978;5.734715;2.286088
79004; BlueNoize | Shift | Crosover vs 79007|;2.61733;5.491779;2.137944
79001; FlikkerNoize |;2.582812;5.660117;1.790781
79007; Crosover vs 79004| Shift | Crosover vs 79009|;2.530526;5.597141;1.651032
79009; Crosover vs 79007|;2.375983;5.365184;1.341497
