;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
61004; Crosover vs 61006|;2.915357;4.732606;4.414526
52002; Crosover vs 52005|;2.915934;4.733933;4.414411
60008; Crosover vs 60004|;2.915263;4.732697;4.41437
57006;;2.915467;4.732881;4.414345
59007;;2.915226;4.732367;4.414265
61005; Crosover vs 61009|;2.915472;4.733261;4.414197
55001; Crosover vs 55009|;2.91498;4.731864;4.414158
60009;;2.915243;4.732664;4.414122
59004;;2.915385;4.733084;4.414119
57003; Crosover vs 57009|;2.915257;4.732965;4.413959
50007;;2.915281;4.733289;4.41381
59002;;2.915686;4.734619;4.413788
61007; Crosover vs 61003| BlueNoize |;2.749998;4.467799;4.158228
61008; Shift | Crosover vs 61009|;2.739566;5.34917;2.947239
61003; Crosover vs 61007| Shift |;2.719555;5.320102;2.903608
61001; BlueNoize | Shift |;2.565806;5.03126;2.720713
61009; Crosover vs 61005| Crosover vs 61008| Shift | Crosover vs 61010|;2.607311;5.301168;2.417811
61006; Crosover vs 61004| FlikkerNoize | Shift |;2.567671;5.72781;1.578647
61002; FlikkerNoize | Shift |;2.567598;5.727821;1.57827
61010; Crosover vs 61009|;2.685874;6.04346;1.523167
