;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
72006; Crosover vs 72009|;2.915259;4.732126;4.414734
67008; Crosover vs 67006|;2.915215;4.732008;4.414733
72007;;2.915218;4.732033;4.414715
77002; Crosover vs 77010|;2.915241;4.732099;4.414713
71008; Crosover vs 71009|;2.91522;4.732056;4.414694
71004; Crosover vs 71006|;2.91521;4.732044;4.414675
76002;;2.915237;4.732123;4.414656
68008;;2.91526;4.732211;4.414639
70001;;2.915257;4.732215;4.414598
75009;;2.915344;4.732458;4.414596
78004; BlueNoize |;2.717891;4.431457;4.095417
78006; BlueNoize |;2.717945;4.431645;4.095378
78003; Crosover vs 78005| Shift |;2.7609;5.041828;3.478597
78005; Crosover vs 78003| Shift |;2.760897;5.041824;3.478595
78002; BlueNoize | Shift |;2.577909;4.724915;3.226182
78009; BlueNoize | Shift |;2.577887;4.724906;3.226127
78008; BlueNoize | Shift |;2.577923;4.725008;3.22611
78007; FlikkerNoize |;2.486768;5.447313;1.606386
78001; FlikkerNoize | Shift |;2.391711;5.688436;0.6461427
78010; FlikkerNoize | Shift |;2.391712;5.688451;0.6461195
