;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
25003;;2.90314;4.71485;4.397999
30005; Crosover vs 30006|;2.904075;4.72017;4.394579
32004;;2.905775;4.726457;4.392546
32001; Crosover vs 32006|;2.906653;4.729556;4.391293
32008;;2.903515;4.722091;4.390742
31004; Crosover vs 31007|;2.924699;4.778105;4.389916
28001; Crosover vs 28009|;2.907943;4.73449;4.389834
30010;;2.907352;4.733968;4.388369
22003; Crosover vs 22006|;2.91164;4.745654;4.388249
26006; Crosover vs 26004|;2.899972;4.716173;4.386853
29002;;2.901815;4.721107;4.386454
26002; Crosover vs 26004|;2.902909;4.723985;4.386108
32005; BlueNoize |;2.726332;4.45281;4.101261
32006; Crosover vs 32001| Shift |;2.893258;4.992589;4.035582
32009; Crosover vs 32002| Shift |;2.916163;5.214753;3.824814
32002; Shift | Crosover vs 32009|;2.806909;4.925679;3.80638
32010; Crosover vs 32003| Shift |;2.713671;5.363212;2.83069
32003; FlikkerNoize | Crosover vs 32010|;2.779493;5.892001;2.333752
32007; FlikkerNoize |;2.668752;5.990433;1.507049
