;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
52002; Crosover vs 52005|;2.915934;4.733933;4.414411
57006;;2.915467;4.732881;4.414345
59007;;2.915226;4.732367;4.414265
55001; Crosover vs 55009|;2.91498;4.731864;4.414158
59004;;2.915385;4.733084;4.414119
57003; Crosover vs 57009|;2.915257;4.732965;4.413959
50007;;2.915281;4.733289;4.41381
59002;;2.915686;4.734619;4.413788
51002;;2.914868;4.731982;4.413772
53006;;2.915421;4.73369;4.413739
49003; Crosover vs 49009|;2.914447;4.730678;4.413701
59006; Crosover vs 59010|;2.915821;4.734515;4.413586
45008; Crosover vs 45006| Crosover vs 45010|;2.916084;4.73609;4.41358
56009;;2.915605;4.733974;4.413557
59001; Crosover vs 59010| Shift | Crosover vs 59009|;2.930819;4.782738;4.403981
59009; Crosover vs 59001| Shift |;2.897026;4.710198;4.38582
59010; Crosover vs 59001| Crosover vs 59006| BlueNoize |;2.731093;4.464937;4.102203
59003; FlikkerNoize | Shift |;2.53469;5.666884;1.540323
59008; FlikkerNoize |;2.537767;5.675665;1.539886
59005; FlikkerNoize |;2.538051;5.677025;1.53925
