;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
36002; Crosover vs 36010|;2.917549;4.741093;4.410758
43001;;2.91388;4.731733;4.410305
37005;;2.91388;4.731732;4.410305
42005;;2.91388;4.731732;4.410305
41003;;2.915606;4.736341;4.410145
44001; Crosover vs 44010|;2.912434;4.728213;4.410144
44010; Crosover vs 44001|;2.915479;4.736144;4.40996
38008;;2.910716;4.724313;4.409444
44002; Crosover vs 44006|;2.915388;4.736408;4.409188
44006; Crosover vs 44002|;2.910292;4.723799;4.408935
39001; Crosover vs 39009|;2.91704;4.741385;4.40877
42002;;2.909984;4.723883;4.407906
37009;;2.907484;4.717542;4.407412
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
44005; BlueNoize |;2.688427;4.368653;4.066572
44009; BlueNoize |;2.687358;4.366539;4.065724
44007; Crosover vs 44003| Shift |;2.805645;5.229572;3.386828
44003; BlueNoize | Shift | Crosover vs 44004| Crosover vs 44007|;2.705476;5.250276;2.945421
44004; Crosover vs 44003| Shift |;2.62773;5.222062;2.678778
44008; FlikkerNoize | Shift |;2.414328;5.53926;1.195547
