;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
36002; Crosover vs 36010|;2.917549;4.741093;4.410758
37005;;2.91388;4.731732;4.410305
38008;;2.910716;4.724313;4.409444
39001; Crosover vs 39009|;2.91704;4.741385;4.40877
37009;;2.907484;4.717542;4.407412
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
40004; Crosover vs 40009| Crosover vs 40005|;2.909867;4.724288;4.407144
36001; Crosover vs 36003| Crosover vs 36009|;2.904699;4.712417;4.405242
35006;;2.90814;4.723392;4.403118
39010;;2.905662;4.716896;4.402926
40002; Crosover vs 40003|;2.903622;4.712112;4.402325
35009;;2.906223;4.719168;4.402209
40005; Crosover vs 40004| Shift |;2.70556;5.211296;3.023066
40003; Crosover vs 40002| Shift |;2.710753;5.235449;3.006534
40010; BlueNoize | Shift |;2.513586;4.842317;2.807049
40007; Shift | Crosover vs 40009|;2.753774;5.750155;2.297919
40008; Crosover vs 40001| Shift |;2.642868;5.740022;1.94275
40009; Crosover vs 40004| Crosover vs 40007| Shift |;2.751199;6.066651;1.783409
40001; FlikkerNoize | Crosover vs 40008|;2.687846;5.993598;1.666845
40006; FlikkerNoize |;2.50577;5.656454;1.338904
