;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
36002; Crosover vs 36010|;2.917549;4.741093;4.410758
37005;;2.91388;4.731732;4.410305
37009;;2.907484;4.717542;4.407412
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
36001; Crosover vs 36003| Crosover vs 36009|;2.904699;4.712417;4.405242
35006;;2.90814;4.723392;4.403118
35009;;2.906223;4.719168;4.402209
36008; Crosover vs 36003|;2.910296;4.730378;4.401382
36004;;2.906178;4.7211;4.399559
25003;;2.90314;4.71485;4.397999
36005;;2.903393;4.71772;4.394788
30005; Crosover vs 30006|;2.904075;4.72017;4.394579
37010; Crosover vs 37006|;2.666298;5.184141;2.926175
37002; BlueNoize | Shift |;2.543781;4.865168;2.890749
37007; Crosover vs 37003|;2.635459;5.169508;2.823727
37006; BlueNoize | Shift | Crosover vs 37010|;2.670993;5.493238;2.384323
37003; BlueNoize | Shift | Crosover vs 37007|;2.653938;5.499955;2.293807
37004; FlikkerNoize |;2.279814;5.252305;1.046154
37008; FlikkerNoize | Shift |;1.735638;4.036296;0.6022983
37001; FlikkerNoize | Shift |;1.755947;4.109458;0.5588911
