;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
67008; Crosover vs 67006|;2.915215;4.732008;4.414733
68008;;2.91526;4.732211;4.414639
65005; Crosover vs 65002|;2.915254;4.73222;4.414555
68010; Crosover vs 68001| Crosover vs 68003| Crosover vs 68007|;2.915267;4.732309;4.414546
67003;;2.915306;4.732414;4.414542
61004; Crosover vs 61006|;2.915357;4.732606;4.414526
52002; Crosover vs 52005|;2.915934;4.733933;4.414411
62009; Crosover vs 62004|;2.915236;4.732441;4.414388
60008; Crosover vs 60004|;2.915263;4.732697;4.41437
66001;;2.915325;4.732782;4.414362
65002; Crosover vs 65005|;2.915691;4.733529;4.414356
67010;;2.915355;4.732825;4.414351
68007; Crosover vs 68010|;2.915745;4.733969;4.414096
68003; Crosover vs 68010| Shift |;2.91321;4.793213;4.343742
68001; Crosover vs 68010| Shift |;2.913075;4.793057;4.343481
68005; Shift |;2.913708;4.795353;4.34271
68004; BlueNoize |;2.7705;4.510137;4.180726
68006; BlueNoize | Shift |;2.767182;4.55106;4.126655
68002; BlueNoize | Shift |;2.766688;4.549966;4.126301
68009; FlikkerNoize | Shift |;1.921054;4.494401;0.7011095
