;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
96003; Crosover vs 96009|;2.915245;4.732085;4.414736
99001; Crosover vs 99009| Crosover vs 99002|;2.915244;4.732083;4.414735
86002; Crosover vs 86005|;2.915247;4.732093;4.414735
97004; Crosover vs 97006|;2.915244;4.732083;4.414735
98001; Crosover vs 98003|;2.915246;4.732088;4.414735
99010; Crosover vs 99005| Crosover vs 99008| Crosover vs 99008|;2.915244;4.732084;4.414735
88004;;2.915242;4.732081;4.414735
96007;;2.915245;4.732087;4.414735
90008;;2.915242;4.732081;4.414735
94001;;2.915242;4.732081;4.414735
96004;;2.915242;4.732081;4.414735
99008; Crosover vs 99010| Crosover vs 99010|;2.915243;4.732084;4.414735
90004;;2.915242;4.732081;4.414735
99004; Shift |;2.871832;5.093064;3.833183
99003; Crosover vs 99009| Shift |;2.871831;5.093064;3.833181
99007; Shift |;2.871831;5.093064;3.833181
99005; Crosover vs 99010| Shift |;2.87183;5.093065;3.833178
99002; Crosover vs 99001| Shift |;2.87183;5.093065;3.833177
99006; FlikkerNoize | Shift |;2.403684;5.168757;1.83741
99009; Crosover vs 99001| Crosover vs 99003| FlikkerNoize | Shift |;2.403683;5.168754;1.837409
