;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
24005; Crosover vs 24009| Shift |;2.909573;4.723042;4.407251
25003;;2.90314;4.71485;4.397999
30005; Crosover vs 30006|;2.904075;4.72017;4.394579
33003; Shift |;2.913853;4.747708;4.393751
32004;;2.905775;4.726457;4.392546
32001; Crosover vs 32006|;2.906653;4.729556;4.391293
32008;;2.903515;4.722091;4.390742
33001; Crosover vs 33010|;2.907948;4.734046;4.390158
31004; Crosover vs 31007|;2.924699;4.778105;4.389916
28001; Crosover vs 28009|;2.907943;4.73449;4.389834
30010;;2.907352;4.733968;4.388369
22003; Crosover vs 22006|;2.91164;4.745654;4.388249
33002; Shift |;2.902858;4.727476;4.384071
33010; Crosover vs 33001| BlueNoize | Shift |;2.700383;4.388082;4.086423
33006; BlueNoize | Shift |;2.699079;4.385217;4.0859
33008; BlueNoize |;2.706809;4.444834;4.042437
33009; FlikkerNoize |;2.565953;5.555749;1.909465
33005; FlikkerNoize |;2.565249;5.557605;1.901262
33007; FlikkerNoize |;2.56562;5.55898;1.901038
33004; FlikkerNoize | Shift |;2.554478;5.536184;1.889444
