
Порог 10% от максимального значения;
 ;ИС1;ИС2;
ОС1;20;1;
ОС2;0;19;
Чувствительность = ;100
Специфичность =;95

Порог 20% от максимального значения;
 ;ИС1;ИС2;
ОС1;18;0;
ОС2;2;20;
Чувствительность = ;90
Специфичность =;100

Порог 30% от максимального значения;
 ;ИС1;ИС2;
ОС1;17;0;
ОС2;3;20;
Чувствительность = ;85
Специфичность =;100

Порог 40% от максимального значения;
 ;ИС1;ИС2;
ОС1;15;0;
ОС2;5;20;
Чувствительность = ;75
Специфичность =;100

Порог 50% от максимального значения;
 ;ИС1;ИС2;
ОС1;14;0;
ОС2;6;20;
Чувствительность = ;70
Специфичность =;100

Порог 60% от максимального значения;
 ;ИС1;ИС2;
ОС1;12;0;
ОС2;8;20;
Чувствительность = ;60
Специфичность =;100

Порог 70% от максимального значения;
 ;ИС1;ИС2;
ОС1;10;0;
ОС2;10;20;
Чувствительность = ;50
Специфичность =;100

Порог 80% от максимального значения;
 ;ИС1;ИС2;
ОС1;8;0;
ОС2;12;20;
Чувствительность = ;40
Специфичность =;100

Порог 90% от максимального значения;
 ;ИС1;ИС2;
ОС1;5;0;
ОС2;15;20;
Чувствительность = ;25
Специфичность =;100

Порог 100% от максимального значения;
 ;ИС1;ИС2;
ОС1;1;0;
ОС2;19;20;
Чувствительность = ;5
Специфичность =;100
