7.159373;
6.662519;
5.988246;
5.18557;
4.306967;
3.404685;
2.529712;
1.724517;
1.0252;
0.4579165;
0.0597075;
0.2470794;
0.3764254;
0.3805861;
0.2825178;
0.1220068;
0.1564208;
0.3873644;
0.6191953;
0.8198901;
7.159096;
6.661618;
5.986765;
5.183604;
4.304663;
3.402241;
2.527338;
1.722453;
1.023669;
0.4571747;
0.0607821;
0.2464627;
0.3747268;
0.3779385;
0.2790542;
0.1184922;
0.1600005;
0.3919012;
0.6238453;
0.8243515;
7.158726;
6.660521;
5.985004;
5.18128;
4.301946;
3.399395;
2.524541;
1.719977;
1.021785;
0.4560291;
0.05968605;
0.2451669;
0.3724322;
0.3746471;
0.2750287;
0.1153459;
0.1655768;
0.3980675;
0.6300017;
0.8302146;
7.15864;
6.660333;
5.984725;
5.180927;
4.301538;
3.398994;
2.524121;
1.719591;
1.021431;
0.4556366;
0.05753901;
0.2445071;
0.3718407;
0.3740325;
0.2744822;
0.1157201;
0.1675381;
0.3996966;
0.6315091;
0.8316218;
7.158808;
6.660706;
5.985278;
5.181631;
4.302354;
3.399794;
2.52496;
1.720388;
1.022137;
0.4564346;
0.06186409;
0.2458508;
0.3730282;
0.3752902;
0.2755901;
0.1150115;
0.1636214;
0.3964379;
0.6284941;
0.8288118;
7.158411;
6.659625;
5.983577;
5.179411;
4.299767;
3.397116;
2.522315;
1.718027;
1.020312;
0.4551718;
0.05898184;
0.2441094;
0.3705494;
0.3719615;
0.2717373;
0.1128298;
0.1700478;
0.4030291;
0.6349621;
0.8349468;
7.158319;
6.659432;
5.983297;
5.179056;
4.299356;
3.396713;
2.521893;
1.717651;
1.019958;
0.4547846;
0.05684688;
0.2434568;
0.3699632;
0.3713547;
0.2712099;
0.1132738;
0.1720033;
0.4046586;
0.6364697;
0.836354;
7.158169;
6.659033;
5.982674;
5.178245;
4.298409;
3.395735;
2.520902;
1.716767;
1.01921;
0.4541843;
0.05499258;
0.2427669;
0.3690926;
0.3702363;
0.2699929;
0.113052;
0.1746619;
0.407199;
0.638919;
0.8386666;
7.157988;
6.65852;
5.981856;
5.177173;
4.297168;
3.394427;
2.519661;
1.715709;
1.018483;
0.4539311;
0.05616088;
0.2424057;
0.3680869;
0.3686771;
0.2679414;
0.1109356;
0.1764798;
0.4096192;
0.6414286;
0.8410844;
7.158208;
6.658857;
5.982278;
5.177668;
4.297718;
3.394885;
2.520194;
1.716251;
1.019069;
0.4549649;
0.06405295;
0.2446569;
0.3696286;
0.3699924;
0.268661;
0.1081588;
0.1709742;
0.4055263;
0.6377895;
0.8377301;
3.510467;
3.966127;
4.364027;
4.680323;
4.897597;
4.993228;
4.957442;
4.783955;
4.473076;
4.03282;
3.477412;
2.827524;
2.109515;
1.356975;
0.6328935;
0.4224977;
1.024657;
1.657363;
2.216729;
2.678135;
6.850496;
6.379724;
5.739528;
4.976513;
4.140571;
3.281667;
2.447814;
1.680039;
1.012414;
0.4693485;
0.06558211;
0.1980456;
0.324445;
0.330207;
0.2386565;
0.09584676;
0.1781655;
0.4011735;
0.6228932;
0.814926;
3.50994;
3.965779;
4.36391;
4.680452;
4.897916;
4.993691;
4.957978;
4.78446;
4.473449;
4.032978;
3.477293;
2.827099;
2.108799;
1.356041;
0.6320172;
0.4234878;
1.025996;
1.658596;
2.217753;
2.678873;
7.158627;
6.660294;
5.984664;
5.180848;
4.301442;
3.398894;
2.524019;
1.719499;
1.021356;
0.4555806;
0.05743285;
0.2444629;
0.3717711;
0.373934;
0.2743649;
0.1156586;
0.1677474;
0.3999114;
0.63172;
0.831822;
6.84502;
6.480585;
5.944066;
5.276592;
4.518738;
3.712113;
2.902694;
2.129287;
1.427527;
0.8272569;
0.3575431;
0.1449536;
0.29052;
0.3791739;
0.365289;
0.2696313;
0.1621403;
0.2505681;
0.4715048;
0.7075513;
3.510328;
3.966163;
4.364263;
4.680743;
4.898176;
4.993894;
4.958083;
4.784505;
4.473449;
4.03292;
3.477194;
2.82696;
2.108601;
1.355716;
0.6312876;
0.4222586;
1.025413;
1.658199;
2.217441;
2.67864;
3.512123;
3.967455;
4.364872;
4.680624;
4.897491;
4.992759;
4.956661;
4.783136;
4.472403;
4.032439;
3.477459;
2.828049;
2.110461;
1.358077;
0.6331357;
0.4183828;
1.021118;
1.654368;
2.214279;
2.676353;
6.59077;
6.123399;
5.493771;
4.747841;
3.934871;
3.10355;
2.301415;
1.568008;
0.9364005;
0.4331244;
0.1158587;
0.2178608;
0.3123406;
0.2989341;
0.1939146;
0.03320447;
0.1957353;
0.4198987;
0.6321084;
0.8108574;
6.590707;
6.123074;
5.493197;
4.747062;
3.933948;
3.102538;
2.300451;
1.567244;
0.9359518;
0.4333652;
0.1183714;
0.218916;
0.3124587;
0.2984803;
0.192945;
0.0310046;
0.1967314;
0.4211709;
0.6334528;
0.8121514;
7.101125;
6.718931;
6.159498;
5.462887;
4.671746;
3.832339;
2.990334;
2.185927;
1.455992;
0.8296951;
0.3286376;
0.0632709;
0.2768042;
0.3748861;
0.3572446;
0.2457768;
0.09565336;
0.2169182;
0.4647695;
0.7142826;
