0.791771;
0.4476479;
0.2043423;
0.1015729;
0.1376399;
0.1612772;
0.1451479;
0.0985281;
0.03468693;
0.03368258;
0.09532996;
0.1419048;
0.1678097;
0.1704398;
0.1500564;
0.1096209;
0.0556749;
0.03309527;
0.09494679;
0.1614948;
0.7874504;
0.4416882;
0.1994366;
0.1097718;
0.15354;
0.1792597;
0.1641319;
0.1179814;
0.05418405;
0.01532423;
0.07724796;
0.1247063;
0.1516177;
0.1551742;
0.1355248;
0.09551811;
0.04224518;
0.04026579;
0.10775;
0.1757762;
0.784803;
0.4403865;
0.1986486;
0.1062211;
0.1480848;
0.1727466;
0.1568699;
0.1103002;
0.04644222;
0.02243089;
0.08403791;
0.1306728;
0.1566421;
0.1591799;
0.1385449;
0.09764361;
0.04344284;
0.03907145;
0.106635;
0.1746579;
0.7821633;
0.4390908;
0.1979263;
0.1026799;
0.1426292;
0.1662329;
0.1496081;
0.102619;
0.03870033;
0.02970887;
0.09083904;
0.1366695;
0.161666;
0.163185;
0.1415648;
0.09977282;
0.04464685;
0.03787948;
0.1055237;
0.1735392;
0.7927682;
0.4443691;
0.2011842;
0.1171112;
0.1644487;
0.1922838;
0.1786534;
0.1333422;
0.06966688;
0.005620738;
0.06371528;
0.1127724;
0.1415814;
0.1471653;
0.1294829;
0.09126633;
0.03996951;
0.04265882;
0.1099835;
0.1780106;
0.7841628;
0.4413589;
0.199907;
0.1012341;
0.1387378;
0.1615744;
0.1444696;
0.09712338;
0.03321401;
0.03644323;
0.09750004;
0.1434056;
0.1683607;
0.1697719;
0.1479293;
0.1057046;
0.04911073;
0.03142676;
0.0993152;
0.1678356;
0.7881535;
0.4444623;
0.2045873;
0.1132151;
0.1513919;
0.1742378;
0.1575721;
0.1104687;
0.04610333;
0.0228473;
0.08503456;
0.1320956;
0.158464;
0.1613679;
0.1410611;
0.10045;
0.0464483;
0.03761321;
0.1041401;
0.1717632;
0.7838495;
0.442726;
0.2040684;
0.1077907;
0.1414966;
0.1620943;
0.1438639;
0.09585942;
0.03126035;
0.03717507;
0.09841523;
0.1440631;
0.168713;
0.1697804;
0.1476661;
0.1053898;
0.04947628;
0.0344006;
0.1010157;
0.1687361;
0.7854894;
0.4441618;
0.205528;
0.1093165;
0.1424495;
0.1628859;
0.1445847;
0.09647561;
0.03173869;
0.03706248;
0.09857631;
0.1445652;
0.1695328;
0.1709051;
0.1490339;
0.106875;
0.05072138;
0.0325335;
0.09915905;
0.1670625;
0.7930982;
0.4517312;
0.2137612;
0.1167801;
0.1454825;
0.1651099;
0.1467569;
0.09884769;
0.03436649;
0.03500768;
0.09666295;
0.1431389;
0.1688347;
0.1711373;
0.1503898;
0.1096456;
0.05587556;
0.03558828;
0.09716805;
0.1640427;
1.072144;
1.321057;
1.609711;
1.775961;
1.778013;
1.624027;
1.332737;
0.9420605;
0.4945743;
0.0358566;
0.3957123;
0.7593338;
1.02835;
1.184757;
1.221741;
1.143842;
0.9658063;
0.7113565;
0.4147702;
0.1654494;
1.015446;
1.207863;
1.462968;
1.616505;
1.622679;
1.485431;
1.221715;
0.8660289;
0.4595003;
0.09834342;
0.3846525;
0.7166069;
0.9655213;
1.111103;
1.14592;
1.073354;
0.9064549;
0.6670296;
0.3869333;
0.1539526;
2.926418;
3.07586;
3.088797;
2.966336;
2.71745;
2.38377;
1.973719;
1.525522;
1.06979;
0.6355398;
0.2543778;
0.1424661;
0.3819604;
0.5784956;
0.7218185;
0.8277059;
0.9164127;
1.005142;
1.101096;
1.197343;
0.8104348;
0.4270402;
1.093981;
1.749568;
2.236244;
2.51981;
2.594861;
2.486285;
2.256369;
2.019706;
1.942127;
2.138598;
2.555928;
3.049473;
3.495916;
3.812289;
3.94746;
3.880098;
3.605839;
3.139345;
0.8086135;
0.4250263;
1.095733;
1.753134;
2.241342;
2.526023;
2.601914;
2.493682;
2.263355;
2.025108;
1.944302;
2.13735;
2.552356;
3.044797;
3.490907;
3.807203;
3.942443;
3.875233;
3.600964;
3.13449;
0.788452;
0.4428127;
0.2003797;
0.108963;
0.1515959;
0.1769323;
0.1615639;
0.1152351;
0.05137075;
0.01889323;
0.08060849;
0.1280914;
0.1549687;
0.1584614;
0.1386814;
0.09843492;
0.04427869;
0.03701048;
0.1046455;
0.172926;
3.480669;
3.340677;
3.175611;
2.953889;
2.656512;
2.302933;
1.890528;
1.457006;
1.050956;
0.7532071;
0.6719368;
0.7833072;
0.9401069;
1.055964;
1.106642;
1.098432;
1.056275;
1.017842;
1.019611;
1.075101;
2.055862;
2.337508;
2.540743;
2.663491;
2.710399;
2.686036;
2.596706;
2.450381;
2.253987;
2.019874;
1.771992;
1.550739;
1.424404;
1.459489;
1.664047;
1.978867;
2.332356;
2.66923;
2.949478;
3.138838;
0.7929507;
0.4721093;
0.2394424;
0.110318;
0.1070788;
0.1305158;
0.1288072;
0.108871;
0.09174528;
0.09916338;
0.1251148;
0.1497117;
0.1615001;
0.1556815;
0.1315646;
0.0912723;
0.03974762;
0.02941496;
0.08974677;
0.148876;
1.074797;
1.32564;
1.614266;
1.779627;
1.780854;
1.625201;
1.332361;
0.9400523;
0.4909313;
0.02961587;
0.402037;
0.7668418;
1.036704;
1.193643;
1.230787;
1.152783;
0.9742473;
0.7190407;
0.4215118;
0.1698002;
