;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
24008;;2876.899;20397.5;18036.91
24001;;2876.899;20397.5;18036.91
26001;;2876.899;20397.5;18036.91
28006;;2876.899;20397.5;18036.9
25004;;2876.899;20397.5;18036.9
27012; Crosover vs 27015| Shift | Crosover vs 27013|;2903.236;20365.5;18013.19
23011;;2866.48;20377.28;18006.87
28001; Crosover vs 28014|;2861.723;20344.39;17990.68
29002; Crosover vs 29006|;2861.982;20335.75;17989.02
29003; Crosover vs 29012|;2862.539;20333.94;17987.42
24002; Crosover vs 24004|;2840.693;20346.9;17977.87
22008;;2842.689;20303.76;17961.34
20002;;2842.689;20303.76;17961.34
23004; Crosover vs 23012|;2854.591;20295.62;17958.04
28008; Crosover vs 28007| Crosover vs 28011|;2835.351;20286.04;17939.26
25009;;2833.712;20274.11;17931.72
23010;;2841.7;20266.71;17930.41
29012; Crosover vs 29003| Shift |;2265.977;19208.88;17014.84
29004; Shift |;2260.995;19199.28;17011.27
29011; Shift |;2260.995;19199.28;17011.27
29013; Shift |;2252.121;19188.13;17004.85
29009; Shift |;2251.51;19177.95;16995.3
29005; Crosover vs 29007| Shift |;2226.983;19127.09;16950.9
29010; BlueNoize |;2678.21;18908.87;16716.46
29015; BlueNoize | Shift |;2072.12;17786.09;15765.64
29007; Crosover vs 29005| BlueNoize | Shift |;2069.505;17785.51;15760.11
29001; FlikkerNoize |;2036.595;12482.74;10107.1
29008; FlikkerNoize |;2035.217;12459.15;10098.86
29006; Crosover vs 29002| Shift | Crosover vs 29014|;1967.819;12660.98;9146.227
29014; Crosover vs 29006| Shift |;1218.061;8919.59;7763.161
