;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
2004;;2487.396;17228.85;15312.19
2001;;3484.443;17549.27;15013.48
2002;;3041.793;17002.31;14964.3
1030;;2960.154;16777.55;14757.45
2003;;3065.017;18036.2;14406.23
2006;;3276.033;17890.45;14339.08
2005;;2959.856;16567.12;14253.1
1014;;2953.95;16208.88;14221.55
1016;;2834.686;18384.33;14048.65
1012;;3269.927;17715.52;13952.32
2014;;2686.927;18523.28;13902.22
1025;;3177.75;18077.6;13488.05
1020;;2517.89;18625.95;13153.22
2015;;3034.549;17485.24;12803.65
2007;;3042.704;14988;12686.7
2011;;2980.476;16155.12;12683.24
2012;;2980.476;16155.12;12683.24
1021;;3305.198;17968;12529.21
1002;;3378.596;18118.61;12418.27
1007;;2757.559;17133.59;12224.02
2009;;3194.762;16060.41;12103.93
1018;;3504.782;17399.23;11817.42
2013;;3221.305;16236.69;11280.06
2008;;3256.955;16238.28;11166
1027;;3045.473;18100.34;10985.66
2010;;3309.249;15804.66;10728.77
1022;;1791.441;14701.21;10330.82
1023;;2401.785;15432.89;9770.173
1006;;2464.921;12368.64;8501.063
1026;;2651.367;12153.75;8237.592
