;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
44004; Shift | Crosover vs 44007|;2959.234;20531.36;18189.89
45002; Crosover vs 45013|;2942.924;20535.62;18185.71
45013; Crosover vs 45002|;2938.196;20523.61;18177.36
45015;;2934.572;20524.69;18176.37
44002; Shift | Crosover vs 44003|;2957.542;20519.36;18174.73
42013; Crosover vs 42001|;2926.949;20518.55;18169.68
45009; Crosover vs 45008|;2918.92;20510.72;18161.77
45008; Crosover vs 45004| Crosover vs 45009|;2922.578;20515.38;18161.14
45014;;2917.313;20508.77;18158.54
45001;;2912.918;20506.98;18155.19
42001; Shift | Crosover vs 42005| Crosover vs 42013|;2917.05;20506.33;18155.1
43005; Crosover vs 43004|;2906.909;20506.38;18154.83
44010;;2905.237;20508.04;18153.31
44005; Crosover vs 44009|;2912.524;20502.73;18150.09
45006; Crosover vs 45004|;2909.667;20501.64;18148.81
39003;;2907.271;20496.04;18144.54
36001; Shift | Crosover vs 36010|;2924.57;20477.52;18140.69
41001;;2901.311;20495.93;18139.12
40003;;2897.976;20493.19;18134.28
39014;;2906.091;20484.65;18131.78
42014;;2896.995;20489.72;18131
40005; Crosover vs 40004|;2893.531;20490.47;18128.82
43001; Crosover vs 43013|;2909.198;20481.01;18127.91
45004; BlueNoize | Shift | Crosover vs 45005| Crosover vs 45006| Crosover vs 45008|;2867.599;19368.12;17173.82
45007; BlueNoize | Shift | Crosover vs 45012|;2840.973;19192.3;17007.49
45010; BlueNoize |;2673.449;18849.61;16675.73
45011; BlueNoize | Shift |;2189.055;18322.82;16174.14
45012; Crosover vs 45007|;1956.139;17757.45;15603.45
45005; Crosover vs 45004|;1952.182;17753.26;15598.49
45003; FlikkerNoize |;2536.873;15559.58;13710.53
