;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
42013; Crosover vs 42001|;2926.949;20518.55;18169.68
42001; Shift | Crosover vs 42005| Crosover vs 42013|;2917.05;20506.33;18155.1
39003;;2907.271;20496.04;18144.54
36001; Shift | Crosover vs 36010|;2924.57;20477.52;18140.69
41001;;2901.311;20495.93;18139.12
40003;;2897.976;20493.19;18134.28
39014;;2906.091;20484.65;18131.78
42014;;2896.995;20489.72;18131
40005; Crosover vs 40004|;2893.531;20490.47;18128.82
41007;;2907.642;20479.81;18126.55
41006; Crosover vs 41011|;2894.57;20483.66;18122.94
40009; Crosover vs 40001|;2908.88;20472.58;18118.86
38006;;2885.479;20475.58;18110.04
37010;;2884.493;20475.47;18109.61
36005;;2886.142;20473.83;18109.09
36012;;2883.974;20476.04;18108.52
40004; Crosover vs 40005|;2885.754;20473.65;18108.43
41010;;2889.953;20472.62;18106.07
42004; Shift |;2770.133;20275.43;17983.13
42006; Shift |;2760.725;20268.26;17975.18
42011; Crosover vs 42007| Shift |;2760.773;20268.22;17974.95
42007; Crosover vs 42011| Shift |;2765.167;20274.13;17972.6
42005; Crosover vs 42001| Shift |;2586.161;20106.48;17818.6
42015; BlueNoize |;2688.492;18863.63;16674.25
42002; BlueNoize |;2685.829;18855.15;16664.06
42010; Crosover vs 42009| Shift |;2947.644;18940.77;16660.85
42003; BlueNoize |;2678.242;18843.2;16647.8
42009; FlikkerNoize | Crosover vs 42010|;2490.847;15942.93;14045.58
42012; FlikkerNoize |;2440.264;13768.22;10910.58
42008; FlikkerNoize |;2442.648;13774.29;10907.91
