;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
39003;;2907.271;20496.04;18144.54
36001; Shift | Crosover vs 36010|;2924.57;20477.52;18140.69
41001;;2901.311;20495.93;18139.12
40003;;2897.976;20493.19;18134.28
39014;;2906.091;20484.65;18131.78
40005; Crosover vs 40004|;2893.531;20490.47;18128.82
41007;;2907.642;20479.81;18126.55
41006; Crosover vs 41011|;2894.57;20483.66;18122.94
40009; Crosover vs 40001|;2908.88;20472.58;18118.86
38006;;2885.479;20475.58;18110.04
37010;;2884.493;20475.47;18109.61
36005;;2886.142;20473.83;18109.09
36012;;2883.974;20476.04;18108.52
40004; Crosover vs 40005|;2885.754;20473.65;18108.43
41010;;2889.953;20472.62;18106.07
40001; Crosover vs 40013| Crosover vs 40009|;2893.728;20468.57;18100.91
38001;;2883.389;20460.78;18093.43
40002; Crosover vs 40012|;2887.209;20458.13;18093.17
33008; Crosover vs 33001|;2888.389;20453.68;18092.79
41014; Shift |;2383.434;19939.08;17601.5
41003; Shift |;2377.408;19935.19;17596.95
41004; Crosover vs 41005| Shift |;2383.846;19923.09;17590.22
41005; Crosover vs 41004| BlueNoize | Shift | Crosover vs 41009|;2851.365;19357.07;17139.95
41002; BlueNoize |;2670.75;18996.14;16777.93
41012; BlueNoize |;2666.144;18987.84;16767.12
41015; BlueNoize |;2663.977;18972.97;16751.54
41013; BlueNoize | Shift |;2220.067;18509.85;16318.03
41011; Crosover vs 41006| BlueNoize | Shift |;2216.415;18506.24;16311.48
41009; Crosover vs 41005| Shift |;1938.934;18022.54;15898.68
41008; FlikkerNoize |;2480.538;14273.92;12183.31
