;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
24008;;2876.899;20397.5;18036.91
24001;;2876.899;20397.5;18036.91
26001;;2876.899;20397.5;18036.91
28006;;2876.899;20397.5;18036.9
25004;;2876.899;20397.5;18036.9
27012; Crosover vs 27015| Shift | Crosover vs 27013|;2903.236;20365.5;18013.19
23011;;2866.48;20377.28;18006.87
28001; Crosover vs 28014|;2861.723;20344.39;17990.68
24002; Crosover vs 24004|;2840.693;20346.9;17977.87
22008;;2842.689;20303.76;17961.34
20002;;2842.689;20303.76;17961.34
23004; Crosover vs 23012|;2854.591;20295.62;17958.04
28008; Crosover vs 28007| Crosover vs 28011|;2835.351;20286.04;17939.26
25009;;2833.712;20274.11;17931.72
23010;;2841.7;20266.71;17930.41
24010;;2826.961;20265.74;17914.65
26002; Crosover vs 26003| Crosover vs 26004|;2832.243;20238.17;17896.78
18005; Crosover vs 18002| Shift | Crosover vs 18010|;2845.192;20201.97;17881.9
28004; BlueNoize | Crosover vs 28010|;2735.684;19589.63;17333.22
28003; BlueNoize |;2644.978;18735;16575.74
28013; Shift |;2258.452;16183.02;13572.73
28015; Shift |;2262.119;16179.55;13559.14
28014; Crosover vs 28001| Shift |;2251.199;16128.52;13511.16
28012; Shift |;2256.883;16061.64;13435.64
28007; Crosover vs 28008| Shift |;2245.564;16049.63;13425.78
28005; Shift |;2250.886;16053.48;13425.62
28009; FlikkerNoize | Shift | Crosover vs 28011|;2175.977;15067.21;13015.78
28010; Crosover vs 28004| Shift |;2166.091;15400.38;12912.68
28011; Crosover vs 28008| Crosover vs 28009| Shift |;2101.245;13507.86;10334.99
28002; FlikkerNoize | Shift |;1838.449;12409.37;8614.578
