;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
24008;;2876.899;20397.5;18036.91
24001;;2876.899;20397.5;18036.91
26001;;2876.899;20397.5;18036.91
25004;;2876.899;20397.5;18036.9
23011;;2866.48;20377.28;18006.87
24002; Crosover vs 24004|;2840.693;20346.9;17977.87
20002;;2842.689;20303.76;17961.34
22008;;2842.689;20303.76;17961.34
23004; Crosover vs 23012|;2854.591;20295.62;17958.04
25009;;2833.712;20274.11;17931.72
23010;;2841.7;20266.71;17930.41
24010;;2826.961;20265.74;17914.65
26002; Crosover vs 26003| Crosover vs 26004|;2832.243;20238.17;17896.78
18005; Crosover vs 18002| Shift | Crosover vs 18010|;2845.192;20201.97;17881.9
23015;;2817.335;20176.15;17838.92
19011;;2801.238;20160.06;17808.26
19006; Shift |;2801.086;20143.08;17803.06
26005; Shift |;2464.566;19948.98;17641.06
26008; Shift |;2464.501;19947.61;17636.7
26010; Crosover vs 26013| Shift |;2456.092;19880.84;17580.32
26004; Crosover vs 26002| Shift |;2454.418;19885.86;17579.66
26006; BlueNoize | Crosover vs 26015|;2740.956;19762.59;17444.5
26015; Crosover vs 26006| Shift |;2401.732;19079.42;16881.31
26011; Crosover vs 26003| Shift |;2412.683;18185.64;16067.43
26014; Crosover vs 26007| Shift |;2444.204;18045.64;15935.1
26003; Crosover vs 26002| FlikkerNoize | Crosover vs 26011|;2509.841;15861.69;13931.66
26007; FlikkerNoize | Crosover vs 26014|;2502.779;15848.32;13919.12
26009; FlikkerNoize |;2485.566;14735.7;10609.17
26013; Crosover vs 26010| FlikkerNoize |;2441.163;14644.17;10269.37
26012; FlikkerNoize | Shift |;1610.315;15144.61;9591.302
