;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
39003;;2907.271;20496.04;18144.54
36001; Shift | Crosover vs 36010|;2924.57;20477.52;18140.69
39014;;2906.091;20484.65;18131.78
38006;;2885.479;20475.58;18110.04
37010;;2884.493;20475.47;18109.61
36005;;2886.142;20473.83;18109.09
36012;;2883.974;20476.04;18108.52
38001;;2883.389;20460.78;18093.43
33008; Crosover vs 33001|;2888.389;20453.68;18092.79
39006; Crosover vs 39008|;2879.821;20457.65;18090.88
39013; Crosover vs 39009|;2877.554;20452.85;18086.25
38007; Crosover vs 38015|;2883.545;20445.27;18085.76
38005; Crosover vs 38002| Crosover vs 38013|;2948.086;20469.92;18084.71
31010; Crosover vs 31006|;2874.679;20438.13;18074.29
38012;;2877.756;20427.63;18066.36
35002; Crosover vs 35007|;2871.319;20431.12;18063.65
32012; Crosover vs 32015| Crosover vs 32015|;2872.035;20429.54;18063.15
35009;;2877.351;20427.32;18060.88
35013;;2877.351;20427.32;18060.88
39008; Crosover vs 39006| Shift |;2337.762;19118.82;16959.74
39002; Shift |;2350.606;19103.86;16954.87
39009; Crosover vs 39013| Shift |;2347.975;19117.1;16952.77
39010; Shift |;2341.513;19086.72;16943.96
39015; Shift |;2363.46;19085.48;16932.98
39011; BlueNoize |;2682.531;18936.8;16743.06
39007; BlueNoize |;2679.857;18929.91;16736.72
39012; BlueNoize | Shift |;2237.022;17608.37;15625.53
39001; FlikkerNoize | Shift |;1394.113;14699.14;12494.08
39005; FlikkerNoize | Shift |;1395.555;14694.03;12485.75
39004; FlikkerNoize | Shift |;1394.317;14685.77;12480.07
