;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
74010; Crosover vs 74001| Crosover vs 74007|;3.241477;6.312554;3.355186
78004;;3.241086;6.311694;3.355052
83004; Crosover vs 83010|;3.240891;6.311182;3.355022
84004;;3.24086;6.311121;3.355007
80007;;3.240825;6.311034;3.354997
83010; Crosover vs 83004|;3.240897;6.311257;3.354993
82004;;3.240829;6.31106;3.354993
81002; Crosover vs 81007|;3.240834;6.31109;3.354987
83001; Crosover vs 83009|;3.240764;6.310881;3.354985
82005;;3.240734;6.310812;3.354973
81003; Crosover vs 81009|;3.240642;6.31059;3.354948
84005; Shift |;3.557153;7.516946;2.757235
84007; Shift |;3.557129;7.516964;2.757109
84009; Shift |;3.557152;7.517243;2.756746
84002; Crosover vs 84008| Shift |;3.557112;7.517149;2.756737
84001; BlueNoize | Shift |;3.35556;7.096663;2.591465
84006; BlueNoize | Shift | Crosover vs 84010|;3.541136;7.88693;2.035162
84008; Crosover vs 84002| FlikkerNoize | Shift |;3.140837;6.875312;1.948585
84003; FlikkerNoize |;3.050785;6.72882;1.813115
84010; Crosover vs 84006|;3.085151;7.054937;1.476176
