;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
28006; Crosover vs 28005| Crosover vs 28010|;3.238583;6.306508;3.353284
14005;;3.238939;6.307786;3.352788
25010;;3.238759;6.307323;3.352678
29002;;3.238653;6.307109;3.352542
30008;;3.239988;6.310648;3.352371
23005;;3.238536;6.306912;3.352358
30005;;3.241157;6.313737;3.352246
27009;;3.238409;6.306704;3.352129
27002;;3.241227;6.314038;3.352027
24004;;3.24374;6.321013;3.351228
31001; Shift | Crosover vs 31006|;3.182298;6.364985;3.097216
31008; BlueNoize |;2.97024;5.776408;3.088818
31009; BlueNoize |;2.971488;5.78018;3.087959
31005; Shift |;3.323331;6.732203;3.046574
31010; Crosover vs 31007| Shift |;3.321878;6.728343;3.04639
31007; Crosover vs 31010| Shift |;3.320598;6.726741;3.044497
31006; Crosover vs 31001|;3.399492;6.963278;2.97877
31003; BlueNoize | Shift |;3.052791;6.193517;2.783575
31002; BlueNoize | Shift |;3.053428;6.19519;2.783521
31004; BlueNoize | Shift |;3.052416;6.193258;2.782745
