;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
48003; Crosover vs 48001| Crosover vs 48010|;3.239782;6.308638;3.354618
73003;;3.23959;6.308188;3.354557
70006;;3.239587;6.308177;3.354553
68003;;3.239595;6.308185;3.35455
72002; Crosover vs 72010|;3.239475;6.307931;3.354522
70002; Crosover vs 70005|;3.239398;6.307738;3.354493
71005; Crosover vs 71006|;3.239375;6.307697;3.354489
60002;;3.239392;6.307719;3.354485
68005;;3.239361;6.307667;3.354484
64001; Crosover vs 64002|;3.239352;6.307679;3.354484
68002;;3.239399;6.307731;3.354479
73010; BlueNoize |;3.042284;5.925277;3.149706
73001; BlueNoize |;3.042238;5.925169;3.149695
73002; Crosover vs 73007| Shift |;3.519139;7.443655;2.731641
73006; Crosover vs 73008| Shift |;3.519075;7.443578;2.731517
73009; BlueNoize | Shift |;3.308711;7.006732;2.557271
73007; Crosover vs 73002| BlueNoize | Shift |;3.308724;7.006787;2.557222
73008; Crosover vs 73006| BlueNoize | Shift |;3.308696;7.006735;2.557209
73005; Crosover vs 73004|;2.556746;5.349678;2.158837
73004; FlikkerNoize | Shift | Crosover vs 73005|;1.939467;4.285814;1.243686
