;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
74010; Crosover vs 74001| Crosover vs 74007|;3.241477;6.312554;3.355186
89006; Crosover vs 89001|;3.2412;6.311843;3.355136
91001; Crosover vs 91005| Crosover vs 91010|;3.241122;6.311659;3.355113
87010;;3.24117;6.311844;3.355099
90009; Crosover vs 90006|;3.241104;6.311653;3.355097
91010; Crosover vs 91001|;3.24122;6.312;3.355093
86009; Crosover vs 86006| Crosover vs 86007| Crosover vs 86010|;3.241031;6.311442;3.355083
85003; Crosover vs 85006|;3.241014;6.311408;3.355078
90006; Crosover vs 90009|;3.241089;6.31166;3.355074
90008;;3.241087;6.311674;3.355063
87004; Crosover vs 87006|;3.240947;6.311273;3.355055
78004;;3.241086;6.311694;3.355052
91006; BlueNoize |;3.004611;5.852495;3.109972
91003; BlueNoize |;3.004611;5.852815;3.109563
91002; Shift |;3.349852;6.86922;2.947666
91005; Crosover vs 91001| Shift |;3.34985;6.869218;2.947665
91009; BlueNoize | Shift |;3.118923;6.42243;2.70253
91007; FlikkerNoize | Shift |;2.792628;5.945509;2.182107
91004; FlikkerNoize | Shift |;2.792565;5.945488;2.181882
91008; FlikkerNoize |;3.05677;7.036587;1.39481
