;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
4007;;3.182788;6.25594;3.214646
1013;;3.097104;6.058657;3.212245
4003;;3.34816;6.705095;3.174526
4010;;3.171958;6.322061;3.124099
1012;;3.354424;6.756387;3.119948
3009;;3.306553;6.63492;3.110459
5004;;3.215056;6.443155;3.103144
4004;;3.277866;6.584147;3.099288
4005;;3.467669;7.086629;3.050222
3004;;3.281178;6.654195;3.047135
3007;;3.224881;6.518847;3.020123
5003; BlueNoize |;3.0132;5.970386;2.994762
5010; BlueNoize |;3.067498;6.157962;2.897129
5009; BlueNoize | Shift |;3.148849;6.683733;2.440706
5007; BlueNoize | Shift |;3.148849;6.683733;2.440706
5008; BlueNoize | Shift |;3.212807;6.881935;2.366564
5001; FlikkerNoize |;2.601835;5.809965;1.497805
5002; FlikkerNoize |;2.592123;5.790801;1.492558
5006; FlikkerNoize | Shift |;2.003168;4.526124;1.039309
5005; FlikkerNoize | Shift |;2.210847;5.077407;0.8399284
