;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
48003; Crosover vs 48001| Crosover vs 48010|;3.239782;6.308638;3.354618
57002;;3.23937;6.307668;3.354474
57006; Crosover vs 57010| Shift |;3.238999;6.306826;3.354336
55006;;3.238955;6.306726;3.35431
57001; Shift | Crosover vs 57003|;3.238793;6.306446;3.35427
50008;;3.238626;6.305985;3.354193
57003; Crosover vs 57001| Shift |;3.23872;6.306229;3.354186
56002; Crosover vs 56008|;3.238442;6.305601;3.354171
57007; Shift |;3.23823;6.305149;3.354141
54007; Crosover vs 54002|;3.23802;6.304709;3.354095
56008; Crosover vs 56004| Crosover vs 56002|;3.238544;6.305864;3.353994
56007; Crosover vs 56009|;3.238165;6.30498;3.353954
56004; Crosover vs 56008|;3.237987;6.304582;3.353951
52003;;3.238118;6.304872;3.353951
49001; Crosover vs 49003|;3.238161;6.305102;3.353944
57010; Crosover vs 57006| BlueNoize |;2.958443;5.756795;3.06738
57005; BlueNoize | Shift |;2.958031;5.756427;3.066505
57004; FlikkerNoize |;2.7282;5.911585;1.841095
57009; FlikkerNoize |;2.727959;5.911178;1.840838
57008; FlikkerNoize |;2.727689;5.91093;1.840127
