;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
39001; Crosover vs 39009|;3.237762;6.304193;3.353632
35001; Crosover vs 35009|;3.236789;6.301922;3.353433
40004;;3.237685;6.304207;3.353366
42002;;3.238134;6.305358;3.353327
28006; Crosover vs 28005| Crosover vs 28010|;3.238583;6.306508;3.353284
41005;;3.238762;6.307004;3.353215
42010;;3.238762;6.307004;3.353215
37004; Crosover vs 37006|;3.239047;6.30771;3.353091
39010;;3.23901;6.307665;3.353004
33005; Crosover vs 33009| Crosover vs 33006|;3.238972;6.307617;3.352915
14005;;3.238939;6.307786;3.352788
36008;;3.238811;6.307324;3.352761
42009; BlueNoize |;2.997246;5.842153;3.094848
42006; Shift |;3.410423;7.071941;2.87557
42001; BlueNoize | Shift |;3.148709;6.520619;2.667569
42004; BlueNoize | Shift |;3.149273;6.522066;2.667496
42008; FlikkerNoize | Shift |;2.881664;6.269647;2.011197
42005; FlikkerNoize |;2.901903;6.409612;1.84876
42007; FlikkerNoize |;2.900908;6.409734;1.844015
42003; FlikkerNoize |;2.901015;6.410089;1.843783
