;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
74010; Crosover vs 74001| Crosover vs 74007|;3.241477;6.312554;3.355186
89006; Crosover vs 89001|;3.2412;6.311843;3.355136
92006;;3.241161;6.311752;3.355125
92003; Crosover vs 92002|;3.241198;6.311881;3.35512
92002; Crosover vs 92003| Crosover vs 92004|;3.241155;6.311759;3.355117
91001; Crosover vs 91005| Crosover vs 91010|;3.241122;6.311659;3.355113
87010;;3.24117;6.311844;3.355099
90009; Crosover vs 90006|;3.241104;6.311653;3.355097
91010; Crosover vs 91001|;3.24122;6.312;3.355093
86009; Crosover vs 86006| Crosover vs 86007| Crosover vs 86010|;3.241031;6.311442;3.355083
85003; Crosover vs 85006|;3.241014;6.311408;3.355078
90006; Crosover vs 90009|;3.241089;6.31166;3.355074
90008;;3.241087;6.311674;3.355063
92005; BlueNoize |;3.013966;5.868688;3.121435
92010; BlueNoize |;3.01386;5.86845;3.121366
92004; Crosover vs 92002| Shift |;3.54752;7.514629;2.723058
92009; BlueNoize | Shift |;3.298921;6.987745;2.533098
92001; FlikkerNoize |;2.905081;6.420388;1.773595
92007; FlikkerNoize |;2.904935;6.420089;1.773401
92008; FlikkerNoize | Shift |;2.008399;4.468095;1.226823
