;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
1013;;3.097104;6.058657;3.212245
1012;;3.354424;6.756387;3.119948
3009;;3.306553;6.63492;3.110459
3004;;3.281178;6.654195;3.047135
3007;;3.224881;6.518847;3.020123
1001;;3.574282;7.409566;2.961694
2010;;2.859177;5.605631;2.951312
3002;;3.285651;6.728065;2.933315
3001;;3.330037;6.841096;2.925337
3008;;3.373196;6.947214;2.924809
2001;;3.501198;7.275224;2.92096
1018;;3.709927;7.786717;2.912596
1014;;3.477647;7.244264;2.896041
3006;;3.651483;7.659672;2.884394
3003;;3.644153;7.647878;2.881583
2004;;3.644153;7.647878;2.881583
1015;;3.017503;6.154679;2.812275
2006;;3.106844;6.390819;2.719115
3005;;3.10887;7.067337;1.624243
3010;;3.10887;7.067337;1.624243
