;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
48003; Crosover vs 48001| Crosover vs 48010|;3.239782;6.308638;3.354618
57002;;3.23937;6.307668;3.354474
57006; Crosover vs 57010| Shift |;3.238999;6.306826;3.354336
58002; Crosover vs 58003|;3.239062;6.306967;3.354336
58001;;3.238896;6.306623;3.35431
55006;;3.238955;6.306726;3.35431
58004;;3.238696;6.30618;3.354293
58003; Crosover vs 58002|;3.23874;6.306301;3.35429
57001; Shift | Crosover vs 57003|;3.238793;6.306446;3.35427
58006;;3.238838;6.306479;3.354247
58009;;3.238838;6.306479;3.354247
50008;;3.238626;6.305985;3.354193
57003; Crosover vs 57001| Shift |;3.23872;6.306229;3.354186
56002; Crosover vs 56008|;3.238442;6.305601;3.354171
57007; Shift |;3.23823;6.305149;3.354141
54007; Crosover vs 54002|;3.23802;6.304709;3.354095
58007; BlueNoize |;2.967634;5.774042;3.082423
58008; BlueNoize | Shift |;3.262882;6.903515;2.513386
58010; Crosover vs 58005|;3.706281;8.214847;2.211037
58005; Shift | Crosover vs 58010|;3.249998;7.46185;1.573767
