;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
39001; Crosover vs 39009|;3.237762;6.304193;3.353632
35001; Crosover vs 35009|;3.236789;6.301922;3.353433
40004;;3.237685;6.304207;3.353366
28006; Crosover vs 28005| Crosover vs 28010|;3.238583;6.306508;3.353284
41005;;3.238762;6.307004;3.353215
37004; Crosover vs 37006|;3.239047;6.30771;3.353091
39010;;3.23901;6.307665;3.353004
33005; Crosover vs 33009| Crosover vs 33006|;3.238972;6.307617;3.352915
14005;;3.238939;6.307786;3.352788
36008;;3.238811;6.307324;3.352761
37010;;3.238809;6.307436;3.352727
41004; Crosover vs 41010| Shift |;3.247516;6.348207;3.32172
41002; Shift |;3.248356;6.350579;3.321301
41001; Crosover vs 41010| Shift |;3.249449;6.353558;3.32092
41009; BlueNoize | Shift |;3.01716;5.903353;3.075343
41008; BlueNoize | Shift |;3.017611;5.905355;3.073947
41007; FlikkerNoize |;2.607037;5.844651;1.487424
41010; Crosover vs 41001| Crosover vs 41004| FlikkerNoize |;2.606501;5.843729;1.486524
41003; FlikkerNoize | Shift |;2.5463;5.712367;1.451449
41006; FlikkerNoize | Shift |;2.545733;5.711847;1.449627
