;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
74010; Crosover vs 74001| Crosover vs 74007|;3.241477;6.312554;3.355186
89006; Crosover vs 89001|;3.2412;6.311843;3.355136
87010;;3.24117;6.311844;3.355099
86009; Crosover vs 86006| Crosover vs 86007| Crosover vs 86010|;3.241031;6.311442;3.355083
85003; Crosover vs 85006|;3.241014;6.311408;3.355078
87004; Crosover vs 87006|;3.240947;6.311273;3.355055
78004;;3.241086;6.311694;3.355052
86010; Crosover vs 86009|;3.241036;6.311572;3.355039
88003;;3.240905;6.311203;3.355031
89001; Crosover vs 89006|;3.241004;6.311503;3.355027
83004; Crosover vs 83010|;3.240891;6.311182;3.355022
84004;;3.24086;6.311121;3.355007
89003; BlueNoize | Shift | Crosover vs 89010|;3.126065;6.098615;3.222792
89010; Crosover vs 89003|;3.062984;5.978363;3.157321
89007; BlueNoize | Shift |;2.937059;5.710625;3.054946
89009; BlueNoize | Shift |;2.936995;5.710516;3.054901
89004; BlueNoize |;2.936937;5.710421;3.05486
89002; FlikkerNoize | Shift |;3.1086;6.858138;1.926288
89005; FlikkerNoize |;3.108529;6.858145;1.925974
89008; FlikkerNoize |;3.108524;6.858174;1.9259
