;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
48003; Crosover vs 48001| Crosover vs 48010|;3.239782;6.308638;3.354618
60002;;3.239392;6.307719;3.354485
64001; Crosover vs 64002|;3.239352;6.307679;3.354484
65001;;3.239407;6.307747;3.354475
57002;;3.23937;6.307668;3.354474
66004;;3.239369;6.307668;3.354474
64006;;3.239346;6.307617;3.354464
64003; Crosover vs 64002|;3.239423;6.307783;3.354461
63004; Crosover vs 63002|;3.2393;6.307514;3.35444
64009; Crosover vs 64008| Crosover vs 64002|;3.239256;6.307416;3.354436
67002; BlueNoize |;3.014985;5.870789;3.121789
67010; BlueNoize |;3.014804;5.870285;3.121783
67005; BlueNoize |;3.014813;5.870362;3.121762
67007; Shift |;3.427042;7.14433;2.827862
67009; BlueNoize | Shift |;3.187019;6.632073;2.646468
67001; FlikkerNoize |;3.08097;6.839319;1.801747
67003; FlikkerNoize |;3.08093;6.839391;1.801428
67008; FlikkerNoize |;3.08093;6.839401;1.80141
67004; BlueNoize | Shift | Crosover vs 67006|;2.654045;6.192213;1.059668
67006; Crosover vs 67004| Shift |;2.957883;6.986345;0.9812395
