0
0,309017
0,5877852
0,809017
0,9510565
1
0,9510565
0,809017
0,5877852
0,309017
-3,216286E-16
-0,309017
-0,5877852
-0,809017
-0,9510565
-1
-0,9510565
-0,809017
-0,5877852
-0,309017
6,432571E-16
0,309017
0,5877852
0,809017
0,9510565
1
0,9510565
0,809017
0,5877852
0,309017
3,673819E-16
-0,309017
-0,5877852
-0,809017
-0,9510565
-1
-0,9510565
-0,809017
-0,5877852
-0,309017
1,286514E-15
0,309017
0,5877852
0,809017
0,9510565
1
0,9510565
0,809017
0,5877852
0,309017
6,123032E-16
-0,309017
-0,5877852
-0,809017
-0,9510565
-1
-0,9510565
-0,809017
-0,5877852
-0,309017
-7,347638E-16
0,309017
0,5877852
0,809017
0,9510565
1
0,9510565
0,809017
0,5877852
0,309017
-2,695489E-15
-0,309017
-0,5877852
-0,809017
-0,9510565
-1
-0,9510565
-0,809017
-0,5877852
-0,309017
2,573029E-15
0,309017
0,5877852
0,809017
0,9510565
1
0,9510565
0,809017
0,5877852
0,309017
1,102146E-15
-0,309017
-0,5877852
-0,809017
-0,9510565
-1
-0,9510565
-0,809017
-0,5877852
-0,309017
