;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
82003;;2.770005;5.066205;3.481194
87002; Crosover vs 87009|;2.770005;5.066205;3.481194
86007;;2.770006;5.066206;3.481193
85004;;2.770005;5.066205;3.481193
86005;;2.770006;5.066206;3.481193
86009;;2.770006;5.066206;3.481193
90007; Crosover vs 90009|;2.770006;5.066206;3.481193
91006;;2.770005;5.066204;3.481193
69007;;2.770006;5.066207;3.481193
93010; Crosover vs 93004| Crosover vs 93007|;2.770006;5.066206;3.481193
95001; Crosover vs 95010|;2.770006;5.066206;3.481193
95002; Shift |;2.789114;5.195919;3.377636
95003; Shift | Crosover vs 95009|;2.96468;5.751645;3.22172
95006; Crosover vs 95005|;2.548282;4.758441;3.089628
95004; BlueNoize | Shift |;2.566578;4.798656;3.08348
95005; BlueNoize | Shift | Crosover vs 95006|;2.854685;5.571243;3.058693
95009; Crosover vs 95003| Shift |;2.66696;5.228828;2.879343
95010; Crosover vs 95001| Crosover vs 95007| Shift |;2.556606;5.190177;2.490945
95007; FlikkerNoize | Shift | Crosover vs 95010|;2.823981;6.364591;1.605863
95008; FlikkerNoize |;2.653441;5.996096;1.435215
