;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
7003;;2.78127;5.110246;3.458122
8009;;2.718873;4.99761;3.38275
6006; Crosover vs 6003| Shift |;2.671623;4.872421;3.382284
9002;;2.786113;5.182143;3.368346
6001; Crosover vs 6010| Shift |;2.732324;5.07829;3.314335
4002;;2.757654;5.148109;3.291788
6007; Crosover vs 6010| Crosover vs 6010|;2.734832;5.096958;3.286936
5010;;2.798778;5.268483;3.284067
5001;;2.871328;5.461802;3.283614
5006;;2.788397;5.24055;3.282189
6010; Crosover vs 6001| Crosover vs 6007| Crosover vs 6007|;2.742679;5.128172;3.273299
9005; Crosover vs 9003| Crosover vs 9007|;2.74173;5.148317;3.259297
9010; BlueNoize | Shift |;2.673694;5.422442;2.572279
9003; FlikkerNoize | Shift | Crosover vs 9005|;2.581727;5.60184;1.93124
9006; FlikkerNoize |;2.903044;6.425642;1.794548
9009; FlikkerNoize |;2.890917;6.393011;1.783003
9007; Crosover vs 9005| Shift |;2.549555;5.608077;1.76092
9004; FlikkerNoize |;2.888702;6.418921;1.740318
9001; FlikkerNoize |;2.875614;6.413069;1.701588
9008; FlikkerNoize | Shift |;2.160662;4.924938;1.121771
