;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
46006; Crosover vs 46008|;2.770151;5.066568;3.481192
51006; Crosover vs 51003|;2.769665;5.065356;3.481182
52006; Crosover vs 52008|;2.769672;5.065378;3.481178
52005;;2.769601;5.0652;3.481174
51010;;2.77006;5.066353;3.481172
50004; Crosover vs 50006|;2.769536;5.065045;3.481166
49006;;2.769744;5.065562;3.481165
52003; Crosover vs 52004|;2.76938;5.064657;3.481153
48006;;2.769967;5.066135;3.481151
51003; Crosover vs 51006|;2.769553;5.0651;3.481148
49007;;2.769561;5.06512;3.481147
50003;;2.769264;5.064383;3.481142
48004;;2.769152;5.064101;3.481137
52004; Crosover vs 52003| Shift |;2.890615;5.821364;2.820638
52008; Crosover vs 52006| Shift |;2.890621;5.821347;2.820631
52009; BlueNoize | Shift |;2.7109;5.459419;2.648382
52010; FlikkerNoize |;2.458697;5.653722;1.142095
52007; FlikkerNoize | Shift |;2.026323;4.627805;1.002047
52001; FlikkerNoize | Shift |;2.026287;4.627726;1.002015
52002; FlikkerNoize | Shift |;2.02627;4.627696;1.001977
