;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
46006; Crosover vs 46008|;2.770151;5.066568;3.481192
47010; Crosover vs 47001|;2.769335;5.064553;3.481133
47006;;2.768961;5.063634;3.481129
40003; Shift |;2.769591;5.065253;3.481119
45009; Crosover vs 45008|;2.769778;5.065694;3.481103
45004;;2.768662;5.062943;3.48106
41005; Crosover vs 41009|;2.771096;5.069025;3.481059
46010;;2.76924;5.064378;3.481035
41010;;2.767711;5.060592;3.480964
44006; Crosover vs 44004| Crosover vs 44009|;2.768698;5.063054;3.480958
40008; Shift |;2.768675;5.063027;3.480868
44002; Crosover vs 44007|;2.769504;5.065192;3.480786
47001; Crosover vs 47010| Shift |;2.78331;5.157544;3.408502
47007; Shift |;2.782564;5.155959;3.407996
47005; Shift |;2.783535;5.158582;3.40792
47003; BlueNoize |;2.508075;4.579385;3.16017
47008; BlueNoize |;2.509387;4.583074;3.159477
47004; BlueNoize |;2.508783;4.581592;3.159392
47009; FlikkerNoize | Shift |;3.097939;6.637813;2.307552
47002; FlikkerNoize | Shift |;3.0982;6.638975;2.306914
