;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
7003;;2.78127;5.110246;3.458122
10010; Crosover vs 10006| Crosover vs 10005|;2.715319;4.962277;3.420883
8009;;2.718873;4.99761;3.38275
6006; Crosover vs 6003| Shift |;2.671623;4.872421;3.382284
9002;;2.786113;5.182143;3.368346
6001; Crosover vs 6010| Shift |;2.732324;5.07829;3.314335
4002;;2.757654;5.148109;3.291788
10002; Crosover vs 10006|;2.868548;5.449996;3.287441
6007; Crosover vs 6010| Crosover vs 6010|;2.734832;5.096958;3.286936
5010;;2.798778;5.268483;3.284067
5001;;2.871328;5.461802;3.283614
5006;;2.788397;5.24055;3.282189
10005; Crosover vs 10010|;2.820501;5.34586;3.263991
10008; Crosover vs 10003|;2.851119;5.478551;3.18492
10003; Crosover vs 10008| Shift |;2.872583;5.642422;3.009918
10004; Shift |;2.867877;5.715851;2.91223
10006; Crosover vs 10002| Crosover vs 10010| Shift |;2.845602;5.679659;2.866852
10001; BlueNoize | Shift |;2.590609;5.24407;2.505791
10007; BlueNoize | Shift |;2.559916;5.166801;2.499946
10009; FlikkerNoize |;2.387625;5.141074;1.699022
